date,HOME DEPOT,MCDONALDS,BOOKING,TJX,LOWES,STARBUCKS,OREILLY AUTOMOTIVE,DOORDASH,NIKE,CHIPOTLE MEXICAN GRILL,ROYAL CARIBBEAN GROUP,AUTOZONE,HILTON WORLDWIDE,MARRIOTT INTERNATIONAL,AIRBNB,GENERAL MOTORS,ROSS STORES,YUM BRANDS,FORD MOTOR CO,LULULEMON ATHLETICA,CARVANA,EBAY,D R HORTON,COUPANG,GARMIN,TRACTOR SUPPLY,DARDEN RESTAURANTS,CARNIVAL,LENNAR A,ULTA BEAUTY,EXPEDIA GROUP,PULTEGROUP,NVR,WILLIAMS SONOMA,DUOLINGO,TAPESTRY,GENUINE PARTS,DOMINOS PIZZA,DECKERS OUTDOOR,APTIV,DRAFTKINGS,BURLINGTON STORES,BEST BUY,LAS VEGAS SANDS,TEXAS ROADHOUSE,RIVIAN AUTOMOTIVE,SOMNIGROUP INTERNATIONAL,RALPH LAUREN,POOL,SERVICE,TOLL BROTHERS,LKQ,ARAMARK,CARMAX,WINGSTOP,DICKS SPORTING,WYNN RESORTS,HASBRO,PLANET FITNESS,TOPBUILD,LITHIA MOTORS,SKECHERS USA,H&R BLOCK,NORWEGIAN CRUISE LINE,MURPHY USA,BRINKER INTERNATIONAL,DUTCH BROS,FLOOR DECOR,MGM RESORTS INTERNATIONAL,BORGWARNER,ETSY,CHURCHILL DOWNS,FIVE BELOW,WYNDHAM HOTELS RESORTS,BATH AND BODY WORKS,MATTEL,SHARKNINJA,CAVA GROUP,GRAND CANYON EDUCATION,STRIDE,VAIL RESORTS,HYATT HOTELS,CAESARS ENTERTAINMENT,TAYLOR MORRISON HOME,CROCS,GROUP AUTOMOTIVE,MOHAWK INDUSTRIES,ADTALEM GLOBAL EDUCATION,URBAN OUTFITTERS,GENTEX,BOOT BARN,MODINE MANUFACTURING,LEAR,AUTONATION,BOYD GAMING,ASBURY AUTOMOTIVE GROUP,MERITAGE,VALVOLINE,SHAKE SHACK,PVH,GAP,WHIRLPOOL,VF,FRONTDOOR,THOR INDUSTRIES,WAYFAIR,ABERCROMBIE AND FITCH,BRUNSWICK,INSTALLED BUILDING PRODUCTS,CHAMPION HOMES,KONTOOR BRANDS,CHOICE HOTELS INTERNATIONAL,DORMAN PRODUCTS,KB HOME,AMER SPORTS,CAVCO INDUSTRIES,SIGNET JEWELERS,ACADEMY SPORTS AND OUTDOORS,ADT,GOODYEAR TIRE & RUBBER,MACYS,GRAHAM  COMPANY,ADVANCE AUTO PARTS,LAUREATE EDUCATION,HILTON GRAND VACATIONS,HARLEY DAVIDSON,M I HOMES,BIRKENSTOCK,TRI POINTE HOMES,YETI,PERDOCEO EDUCATION,PENN ENTERTAINMENT,PELOTON INTERACTIVE,CHEESECAKE FACTORY,LIFE TIME GROUP,MARRIOTT VACATIONS WORLDWIDE,NEWELL BRANDS,LCI INDUSTRIES,POLARIS,VISTEON,LUCID GROUP,WENDYS,STRATEGIC EDUCATION,CAPRI,WARBY PARKER,PHINIA,LA-Z-BOY,COLUMBIA SPORTSWEAR,AMERICAN EAGLE OUTFITTERS,ACUSHNET,FOOT LOCKER,UNIVERSAL TECHNICAL INSTITUTE,GREEN BRICK PARTNERS,STEVEN MADDEN,HANESBRANDS,NATIONAL VISION,UNITED PARKS AND RESORTS,VICTORIA S SECRET,INTERNATIONAL GAME TECHNOLOGY,DILLARDS,PAPA JOHNS INTERNATIONAL,QUANTUMSCAPE,UPBOUND GROUP,ADIENT,WOLVERINE WORLD WIDE,CENTURY COMMUNITIES,SWEETGREEN,EVERI,LEGGETT & PLATT,SONOS,UNDER ARMOUR,WINMARK,COURSERA,SUPER GROUP,CARTERS,LENNAR,FOX FACTORY,LGI HOMES,BUCKLE,BJS RESTAURANTS,WINNEBAGO INDUSTRIES,LOLN EDUCATIONAL SERVICES,CAMPING WORLD,SALLY BEAUTY,OXFORD INDUSTRIES,XPEL,KOHLS,SONIC AUTOMOTIVE,TOPGOLF CALLAWAY BRANDS,GENTHERM,THREDUP,SABRE,REVOLVE GROUP,BEAZER HOMES,DAVE AND BUSTERS ENTERTAINMENT,BUILD A BEAR WORKSHOP,PLAYAGS,HELEN OF TROY,FIGS,BLOOMIN BRANDS,UDEMY,CARRIAGE SERVICES,DREAM FINDERS HOMES,ETHAN ALLEN INTERIORS,ODP,MALIBU BOATS,THE REALREAL,STANDARD MOTOR PRODUCTS,STURM RUGER,GOLDEN ENTERTAINMENT,ACCEL ENTERTAINMENT,SMITH WESSON BRANDS,CALERES,PURSUIT ATTRACTIONS AND HOSPITALIT,HOVNANIAN ENTERPRISES,COOPER STANDARD,LINDBLAD EXPEDITIONS,ARHAUS,LANDSEA HOMES,KURA SUSHI USA,DINE BRANDS GLOBAL,POTBELLY,SHOE CARNIVAL,JACK IN THE BOX,KINDERCARE LEARNING,AMERICAS CAR MART,FIRST WATCH RESTAURANT GROUP,ARKO,HAVERTY FURNITURE,MASTERCRAFT BOAT,EVGO,CRICUT,LOVESAC COMPANY,SAVERS VALUE VILLAGE,BEYOND,MOVADO GROUP,JAKKS PACIFIC,GENESCO,ZUMIEZ,TARGET HOSPITALITY,DENNYS,KRISPY KREME,DESIGNER BRANDS,SLEEP NUMBER,HOOKER FURNISHINGS,SOLID POWER,INSPIRED ENTERTAINMENT,ONEWATER MARINE,OUTDOOR,XPONENTIAL FITNESS,JOHNSON OUTDOORS,EUROPEAN WAX CENTER,CHEGG,STONERIDGE,LESLIES,GROWGENERATION,FUNKO,IROBOT,GOPRO,LUMINAR TECHNOLOGIES
2025-04-28,65,42,78,74,63,48,0,54,73,19,0,62,89,93,82,80,10,37,0,57,80,87,0,58,76,58,37,66,98,53,0,0,80,61,77,92,85,44,0,41,45,14,63,0,24,0,0,67,51,100,86,87,71,67,39,49,65,14,32,0,0,0,9,45,100,0,42,60,0,51,99,9,44,0,53,19,44,0,0,87,15,92,48,0,35,87,0,0,69,100,63,0,80,86,66,0,86,60,48,24,90,75,93,60,0,82,48,87,0,56,0,0,0,82,0,0,0,56,77,0,67,0,64,0,89,76,0,60,0,65,0,58,0,32,80,0,75,0,73,100,71,56,61,46,68,0,32,39,48,65,46,72,0,0,0,64,0,0,0,68,0,39,0,100,0,100,82,0,0,55,64,0,88,73,66,97,63,36,79,56,0,0,75,56,0,61,58,88,0,0,75,96,0,81,0,56,0,65,42,54,42,66,0,0,79,0,41,0,0,0,0,0,0,0,0,0,0,52,0,0,0,40,45,72,0,0,0,0,0,54,34,73,0,0,79,0,67,0,71,0,44,16,45,67,0,72,0,0,67,0,0,66,88,76,47,0,66,35,62,0
2025-04-29,63,40,80,63,57,52,0,54,69,22,0,62,0,98,78,99,11,34,0,0,80,85,0,73,73,53,53,63,57,38,71,0,89,51,82,94,81,39,0,45,41,21,60,63,21,0,0,63,47,93,98,83,87,67,50,49,0,11,31,0,95,0,8,40,90,71,40,61,0,0,93,13,45,0,42,25,45,0,0,88,21,99,56,0,38,72,0,0,67,48,61,0,88,86,0,0,81,61,47,24,90,70,93,51,0,68,46,86,0,46,0,0,91,69,0,0,0,43,75,0,64,59,66,0,87,74,0,65,0,62,0,0,0,30,94,0,0,0,75,0,53,57,100,45,65,0,43,40,52,60,45,54,0,38,0,66,0,0,0,61,0,75,0,60,0,76,84,61,0,48,63,0,91,78,64,90,45,70,80,0,0,0,63,59,0,56,54,0,0,0,80,83,0,0,0,0,0,56,45,0,40,0,0,0,75,0,55,0,0,0,0,0,0,0,0,55,0,61,0,0,0,51,47,63,0,0,0,0,0,44,56,74,0,0,76,0,0,0,68,0,39,15,43,57,0,73,0,0,60,0,0,72,89,74,47,0,61,30,61,0
2025-04-30,61,41,76,69,55,52,0,58,66,19,0,62,0,71,79,85,8,100,0,64,80,79,0,62,67,52,26,65,66,27,0,0,72,60,88,95,63,38,0,59,44,16,57,0,22,0,0,63,47,100,78,85,80,64,43,49,0,12,30,0,0,0,8,44,67,55,46,60,0,54,89,12,42,0,45,20,52,0,0,83,15,87,62,0,36,74,0,0,66,37,59,0,75,84,0,0,77,61,51,18,91,66,84,49,0,59,45,88,0,45,0,0,0,57,38,0,0,62,77,0,65,75,64,0,92,74,0,63,69,61,0,60,0,28,74,0,67,0,72,0,0,55,0,45,66,0,51,64,36,56,42,100,0,60,0,81,0,0,0,65,0,49,0,0,0,47,92,57,0,55,60,0,78,62,60,85,77,48,77,42,0,0,57,64,0,76,65,0,0,0,75,100,0,47,0,0,0,73,45,0,38,0,0,0,82,0,58,0,0,0,0,0,0,0,0,0,0,54,0,0,0,48,55,68,0,0,0,63,0,0,22,73,0,0,78,0,65,0,56,0,43,16,50,57,0,100,0,0,57,0,0,78,87,89,44,0,60,29,51,0
2025-05-01,64,44,77,79,59,53,0,64,70,27,0,60,86,57,71,93,10,0,0,0,79,81,0,47,70,53,0,62,0,33,0,0,66,57,100,92,67,40,0,80,45,17,61,0,26,0,0,64,47,94,84,84,90,64,42,52,0,14,33,0,0,0,9,41,65,0,50,57,0,50,92,17,50,0,59,26,67,0,0,89,17,92,48,0,37,71,0,0,65,66,59,0,82,87,0,0,88,63,53,21,95,67,75,79,0,57,45,90,0,56,0,0,0,44,0,0,0,67,88,0,65,73,91,0,79,77,0,66,0,62,0,0,0,30,82,0,70,0,71,0,0,61,0,47,62,0,42,48,45,90,53,82,0,0,0,53,0,0,0,70,0,60,0,0,0,88,82,0,0,53,62,0,74,39,65,89,44,35,83,0,0,0,58,70,0,66,89,59,0,0,79,68,0,100,0,0,0,46,100,0,39,0,0,0,81,60,63,0,0,0,0,0,0,0,100,0,0,47,0,0,0,54,53,71,0,0,0,0,0,0,42,78,0,0,74,0,65,0,62,0,44,17,43,61,0,65,0,0,58,0,0,84,76,75,55,0,64,37,52,0
2025-05-02,66,43,77,84,62,56,0,67,68,22,0,67,0,73,71,79,13,56,0,60,76,84,0,51,69,59,44,65,54,30,54,0,71,60,93,90,62,54,0,48,53,25,64,0,34,0,0,63,49,93,79,81,65,67,47,57,0,14,31,0,0,0,6,42,74,0,51,60,0,62,89,33,52,65,61,36,93,0,0,89,10,76,0,0,38,66,0,0,61,43,65,0,84,86,0,0,72,68,71,31,96,67,66,0,0,54,43,94,0,53,0,0,0,36,0,0,0,51,83,0,68,67,78,0,69,76,0,64,0,63,0,0,100,37,66,0,64,0,71,0,0,65,0,54,66,0,50,79,59,87,49,59,0,0,0,75,0,0,0,74,0,49,0,0,0,53,78,0,0,56,61,0,71,71,67,82,51,61,81,0,0,0,63,72,0,56,72,0,0,0,79,77,0,72,0,0,0,74,85,49,33,0,0,0,67,0,74,0,0,0,0,0,0,0,0,85,0,56,0,0,0,47,61,74,0,0,0,0,0,0,43,78,0,0,75,0,69,0,60,0,53,18,66,61,0,74,0,0,59,0,0,83,73,83,51,70,62,31,56,0
2025-05-03,84,48,75,64,75,63,0,67,80,26,0,87,0,70,69,53,14,0,0,0,78,92,0,36,81,75,52,82,66,36,0,0,67,67,68,93,89,66,0,0,100,30,73,0,52,0,0,78,58,78,84,75,58,66,54,70,0,22,37,0,0,0,4,38,72,0,69,69,79,0,91,100,62,0,76,37,66,0,0,83,0,84,0,0,48,59,0,0,70,0,94,100,71,82,0,0,80,80,81,0,99,84,70,0,0,64,60,100,0,52,0,0,0,64,0,0,0,100,63,0,83,0,82,0,60,93,0,89,80,71,0,0,0,60,28,0,58,0,84,0,0,74,0,66,80,0,78,47,43,51,65,0,0,70,0,48,0,0,0,89,0,0,0,0,0,0,73,0,0,74,77,0,60,54,73,79,79,0,94,0,0,0,77,89,0,48,79,0,0,0,98,72,0,57,0,0,0,44,63,0,95,0,0,0,31,0,36,0,0,0,0,0,0,0,0,0,0,72,0,0,0,45,88,85,0,0,0,0,0,62,43,92,0,0,77,0,75,0,71,0,78,24,65,60,0,37,0,0,79,0,0,80,66,93,58,0,88,41,85,0
2025-05-04,79,50,80,81,80,64,0,70,86,21,0,74,0,92,83,59,12,40,0,0,77,97,0,0,89,73,43,79,0,35,0,0,63,82,72,97,63,66,0,0,59,32,73,0,45,0,0,91,61,74,98,65,44,64,55,73,0,100,37,0,0,100,4,56,68,0,72,68,0,0,100,26,69,0,80,34,42,71,0,84,0,84,0,0,53,39,0,0,85,0,97,0,76,67,0,0,83,63,84,0,100,95,80,0,0,70,66,90,0,100,0,0,0,52,0,0,0,58,61,0,100,0,79,0,66,96,0,91,0,78,0,0,0,58,43,0,0,0,86,0,62,75,0,74,74,0,49,44,43,76,67,67,0,0,0,47,0,0,0,87,0,0,0,0,0,0,70,0,0,80,100,0,62,54,79,91,76,52,100,0,0,0,74,91,0,48,84,0,0,0,95,93,0,52,0,0,0,37,65,64,38,0,0,0,33,0,55,0,0,0,0,0,0,0,0,63,0,62,0,0,0,50,78,100,0,0,100,0,0,0,49,100,0,0,82,0,0,0,82,0,87,26,67,71,0,53,0,0,84,0,0,69,70,100,83,0,91,100,87,0
2025-05-05,64,38,88,68,55,50,0,56,73,17,0,58,0,70,81,69,11,36,0,0,78,89,0,45,73,53,57,61,62,22,61,94,80,63,88,98,88,35,0,75,47,16,64,0,23,0,0,75,46,98,76,78,71,61,40,49,75,16,32,0,0,0,6,45,90,0,43,62,0,51,97,6,48,0,57,27,86,0,0,90,12,86,0,0,41,74,0,0,60,52,54,0,89,82,0,0,99,62,52,25,88,80,77,53,0,58,47,93,0,58,0,0,66,46,0,0,0,47,74,0,75,0,61,0,67,76,0,63,73,65,0,0,0,31,100,0,62,0,73,0,0,52,91,55,67,0,62,32,43,69,49,50,0,45,0,58,0,0,0,66,0,0,0,0,0,84,67,80,0,54,69,0,81,65,58,87,81,60,76,0,0,0,64,58,0,65,59,0,0,0,75,82,0,44,0,0,0,75,70,0,43,0,90,0,74,0,70,0,0,0,0,0,0,0,0,66,0,61,0,0,0,44,49,64,0,0,0,0,0,47,41,80,0,0,72,0,58,71,67,0,45,19,56,63,0,68,0,0,60,0,0,66,89,74,33,0,70,44,65,0
2025-05-06,62,36,78,69,55,56,0,60,67,21,0,60,0,88,81,77,9,37,98,0,81,85,0,73,72,55,0,60,0,23,0,0,77,62,87,88,84,34,0,83,46,15,60,0,22,65,0,64,47,92,73,79,89,64,39,48,0,16,33,0,0,0,6,41,86,0,46,59,0,55,95,3,48,95,53,31,0,0,0,81,19,79,44,0,39,93,0,0,60,54,59,0,86,78,0,0,88,55,49,29,81,68,77,56,0,55,43,92,0,79,0,0,93,62,0,0,45,56,78,0,71,100,57,0,93,67,0,58,77,66,0,0,0,29,75,0,55,0,71,0,59,52,76,48,67,0,52,34,58,53,42,39,0,40,0,97,0,0,0,65,0,28,0,55,0,85,85,0,0,50,63,0,86,66,54,82,67,42,71,0,0,0,55,59,0,79,59,0,0,0,80,78,0,46,0,55,0,66,81,0,40,0,0,0,66,0,61,0,0,0,0,0,0,0,0,0,50,38,0,0,0,46,50,60,0,0,0,0,100,0,100,83,0,0,76,0,82,100,64,0,42,19,60,61,0,56,0,0,57,0,0,72,75,80,46,0,70,35,60,0
2025-05-07,59,40,78,64,55,59,0,60,67,29,0,58,0,73,73,68,10,51,0,56,82,87,0,100,71,52,33,61,60,24,0,0,77,59,74,98,64,31,0,39,47,19,58,0,24,0,0,60,46,93,78,77,76,58,41,49,80,15,33,0,0,0,5,42,74,0,49,53,0,0,93,3,48,0,61,27,40,0,0,76,20,86,0,0,39,76,0,0,62,56,58,0,85,77,0,0,81,59,49,30,81,63,68,0,0,55,46,89,0,75,0,0,0,88,0,0,0,38,77,0,61,61,57,0,82,73,0,62,0,68,0,0,87,32,70,0,73,0,67,0,0,55,51,45,67,0,41,36,56,92,50,60,0,0,0,84,0,0,0,66,0,45,0,66,0,64,85,0,0,55,65,0,75,80,57,82,70,44,74,0,0,0,53,61,0,53,57,0,0,0,79,80,0,0,0,0,0,70,80,65,36,0,0,0,76,0,52,95,0,81,0,0,0,0,0,59,0,47,0,0,0,48,55,62,0,0,0,0,0,0,70,79,0,0,75,0,60,73,56,0,41,25,49,59,0,58,0,0,57,0,0,83,92,76,57,0,72,43,58,0
2025-05-08,61,38,100,70,59,57,0,61,71,18,0,66,0,53,72,70,10,33,0,0,85,84,0,78,74,55,46,62,0,26,55,0,80,60,77,91,79,37,0,67,49,19,60,51,29,0,0,61,49,87,66,84,79,62,42,54,0,13,32,0,0,0,6,39,81,0,46,60,0,100,88,4,52,0,66,41,88,0,0,82,14,87,0,0,41,72,0,0,65,56,64,0,80,75,0,0,82,65,53,37,80,65,74,0,0,54,57,87,0,42,0,0,0,78,0,0,0,90,74,0,66,0,82,0,73,78,87,63,0,70,0,59,0,37,68,100,73,0,70,0,0,59,0,51,65,0,60,60,100,52,58,54,0,48,0,85,0,0,0,68,0,33,0,0,0,58,82,0,0,58,66,0,74,60,60,84,66,43,74,0,0,0,59,63,0,29,57,0,0,0,67,72,0,66,0,0,0,65,72,100,39,0,71,0,72,0,72,0,0,0,0,0,0,0,0,0,0,52,0,0,0,54,53,62,0,0,0,0,0,68,49,82,0,0,73,0,0,0,73,0,41,22,57,70,0,62,0,0,60,0,0,89,78,59,64,0,76,42,62,0
2025-05-09,66,41,81,75,63,59,0,68,69,22,0,77,0,97,74,56,10,35,0,0,77,87,0,57,73,59,54,65,0,24,0,0,77,69,79,82,75,47,0,89,45,21,67,0,36,0,0,66,51,87,66,83,67,62,52,56,0,16,33,0,0,0,5,40,76,0,50,63,0,86,86,5,55,0,70,100,39,0,0,78,17,86,0,0,45,78,0,0,69,44,66,0,73,87,0,0,87,73,69,40,88,67,76,0,0,52,49,89,0,65,0,0,0,44,0,0,0,47,75,0,75,72,66,0,73,79,0,69,0,69,0,0,0,46,70,0,91,0,71,0,0,60,0,50,67,0,62,56,33,83,52,62,0,0,0,39,0,0,0,76,0,0,0,50,0,80,78,0,0,58,65,0,70,66,65,85,90,54,79,48,0,0,54,72,0,63,63,0,0,0,68,77,0,68,0,0,0,56,59,0,37,0,76,0,68,0,36,0,0,0,0,0,0,0,0,0,0,48,0,0,0,52,59,66,0,0,0,73,0,0,49,85,0,0,72,0,0,0,65,0,48,21,62,56,0,76,0,0,62,0,0,82,69,77,68,0,77,38,58,0
2025-05-10,82,49,77,58,79,65,0,87,84,26,0,87,0,55,69,46,15,34,0,99,81,90,0,0,87,81,62,71,0,35,0,0,66,75,57,89,83,61,0,0,52,26,73,0,68,65,0,77,70,77,82,74,41,66,59,73,0,14,38,0,0,0,4,47,90,0,73,67,0,0,82,5,68,0,94,76,52,0,0,81,15,80,0,0,56,58,0,0,73,0,80,0,65,83,0,0,73,87,86,0,90,83,68,0,0,61,61,89,0,76,0,0,0,56,0,0,0,58,67,0,96,0,86,0,55,97,100,96,0,82,0,0,0,79,35,0,0,0,80,0,0,71,0,57,76,0,43,46,56,89,68,74,0,0,0,0,0,0,0,100,0,0,0,0,0,53,64,0,0,89,77,0,60,59,66,83,53,58,95,64,0,0,66,85,0,26,90,0,0,0,93,75,0,0,0,0,0,58,50,66,81,0,0,0,48,0,83,0,0,0,0,0,0,0,0,0,0,62,0,0,0,49,89,87,0,0,0,0,0,0,43,97,0,0,86,0,67,0,71,0,79,26,51,68,0,0,0,0,90,0,0,89,60,79,76,0,94,49,88,0
2025-05-11,78,46,78,51,77,72,0,100,83,21,0,75,0,88,78,43,16,0,0,0,73,87,0,38,93,81,0,77,0,38,0,0,61,84,60,88,55,57,0,0,48,16,73,0,100,0,0,82,69,68,91,57,41,55,56,72,0,17,44,0,0,0,3,48,49,0,90,58,0,0,83,5,69,0,90,51,45,0,0,73,17,72,50,0,56,46,0,0,75,0,82,0,69,59,0,0,88,63,81,0,82,82,76,0,0,66,74,85,0,61,0,0,0,87,0,0,0,54,53,0,96,0,71,0,68,95,0,100,0,82,0,0,0,100,44,0,0,0,84,0,0,69,0,64,68,0,54,100,70,56,65,0,0,54,0,0,0,0,0,89,0,0,0,0,0,0,66,0,0,81,86,0,58,48,62,82,0,47,98,57,0,0,66,79,0,41,87,0,0,0,82,79,0,0,0,0,0,74,43,0,34,0,0,0,23,0,38,0,0,0,0,0,0,0,0,0,0,59,0,0,0,48,79,80,0,0,0,0,0,0,46,97,0,0,75,0,83,0,81,0,98,32,63,70,0,57,0,0,95,0,0,64,59,76,74,0,93,53,73,0
2025-05-12,65,34,86,68,61,52,0,62,70,21,0,57,0,71,88,71,10,40,0,0,85,89,100,79,86,56,71,74,63,25,0,0,85,60,84,98,59,38,0,75,48,14,61,0,29,0,0,71,63,99,73,88,72,64,43,49,0,14,38,0,0,0,5,50,90,0,47,59,0,76,89,2,53,0,54,41,58,0,0,80,12,97,39,0,42,92,0,0,66,0,55,0,85,84,0,0,83,66,52,33,87,78,96,0,0,58,56,94,0,76,0,0,0,77,0,0,38,67,82,0,64,92,64,0,68,78,0,74,68,74,0,0,0,36,66,0,68,0,81,0,0,52,54,54,69,0,45,30,56,71,46,41,0,100,0,36,0,0,0,63,0,0,0,94,0,96,98,0,0,64,68,0,85,66,62,94,52,53,84,0,0,0,69,57,0,63,69,0,0,0,81,80,0,0,0,0,0,51,44,0,38,0,0,0,74,67,67,0,0,0,0,0,51,0,0,0,69,51,39,0,0,49,50,65,0,0,0,0,0,92,57,78,0,0,74,0,0,0,71,0,48,22,60,66,0,77,0,0,72,0,0,88,92,77,80,0,67,41,64,0
2025-05-13,61,41,84,74,56,55,0,60,64,17,0,62,0,87,90,68,11,43,97,0,85,84,0,55,76,54,49,60,51,23,63,0,84,57,78,99,90,32,0,65,49,33,61,0,25,0,0,65,54,94,89,81,72,65,42,48,0,15,35,0,0,0,6,46,91,0,42,59,0,57,87,2,47,0,45,30,32,0,0,78,13,93,37,0,38,84,0,0,62,53,57,0,76,84,59,0,82,61,54,21,91,72,93,0,0,56,47,90,0,59,0,0,0,64,0,0,41,64,78,0,56,58,58,0,96,80,0,67,77,65,0,0,0,31,78,0,63,0,83,0,72,54,0,58,69,0,55,48,61,63,43,81,0,0,0,58,0,0,0,60,0,52,0,0,0,53,90,0,0,57,71,100,91,42,56,93,52,37,80,0,0,0,55,64,0,89,65,58,0,0,75,78,98,49,0,0,0,49,45,42,43,0,0,0,70,0,52,0,0,0,0,0,0,0,0,0,100,53,100,0,0,45,50,63,0,0,0,0,0,0,40,75,0,0,73,0,81,0,66,0,40,23,55,66,0,75,0,0,63,0,0,83,91,70,74,0,79,40,60,0
2025-05-14,62,43,86,74,54,54,0,61,65,30,0,58,0,97,100,72,8,42,100,0,85,84,0,63,72,47,54,62,66,23,54,0,88,51,78,92,76,33,0,84,48,19,57,61,26,0,0,63,56,93,66,82,92,61,45,48,0,12,34,0,0,0,6,44,88,0,46,60,0,89,95,2,47,0,45,27,40,71,0,82,14,75,0,0,37,76,0,0,69,51,58,0,71,79,0,0,100,63,51,30,80,66,73,0,0,54,47,91,0,40,0,0,0,58,0,0,0,53,77,0,68,97,62,0,78,79,0,62,73,64,0,66,0,30,62,0,56,0,74,0,0,60,61,64,67,0,50,49,56,67,60,40,0,51,0,86,0,0,0,61,0,60,0,54,0,52,88,60,0,55,70,0,92,84,62,86,92,67,73,0,0,0,60,57,0,57,59,71,0,0,73,74,0,0,0,0,0,30,44,0,40,0,0,0,75,0,84,0,0,91,0,0,0,0,0,54,0,46,73,0,0,50,49,60,0,0,0,0,0,73,56,76,0,0,72,0,58,98,71,0,46,21,44,55,0,76,0,0,58,0,0,90,75,69,56,0,78,39,63,0
2025-05-15,59,39,75,82,56,56,0,59,66,25,0,67,0,72,89,69,11,50,0,100,84,83,0,87,80,51,44,64,0,25,0,0,68,52,76,85,63,35,0,69,47,21,61,0,28,0,0,59,59,86,68,81,90,72,43,57,0,15,36,0,0,0,5,41,89,0,48,59,0,89,85,3,49,0,46,23,39,0,0,81,16,90,0,0,39,74,0,0,62,0,63,0,87,81,67,0,71,68,61,19,85,65,87,52,0,54,49,95,0,62,0,0,0,50,0,0,46,59,84,0,61,0,84,0,87,76,0,61,0,65,0,0,0,32,64,0,83,0,69,0,55,65,0,68,63,0,45,59,63,69,99,51,0,0,0,42,0,0,0,65,0,34,0,0,0,58,96,0,0,57,62,0,85,63,59,93,47,55,73,0,0,0,62,69,0,66,71,0,0,0,80,82,0,52,0,0,0,48,46,0,39,0,72,0,62,0,75,0,0,0,0,0,0,0,0,0,0,52,0,0,0,47,56,66,97,0,0,70,0,0,64,75,0,0,76,0,0,0,62,0,45,20,43,57,0,50,0,0,56,0,0,91,65,75,60,0,68,35,56,0
2025-05-16,63,40,77,69,60,58,0,66,65,28,0,70,0,48,78,50,8,38,0,0,78,79,0,76,79,57,100,63,63,25,0,0,71,54,74,87,76,51,0,0,45,17,64,0,29,0,0,59,59,86,69,88,60,60,49,56,0,12,34,0,0,0,4,45,75,0,58,58,0,77,74,3,53,0,47,22,49,93,0,70,14,86,53,0,39,72,0,0,65,0,68,0,69,87,0,74,81,75,69,28,76,62,76,0,0,53,53,96,0,61,0,0,0,40,0,0,0,73,76,0,63,0,70,0,70,79,0,66,0,65,0,69,0,39,51,0,0,0,72,0,0,68,0,78,66,0,94,60,77,38,71,53,0,0,0,41,0,0,0,63,0,63,0,54,0,48,89,0,0,58,62,0,74,50,65,81,35,55,77,63,0,0,65,75,0,64,68,0,0,0,76,75,0,52,0,0,0,57,42,0,37,0,100,0,61,61,36,0,0,0,0,0,0,0,0,0,0,65,0,0,0,48,59,66,0,0,0,0,0,66,49,71,0,0,72,0,72,0,77,0,49,18,46,56,0,34,0,100,58,0,0,94,56,84,63,0,68,36,60,0
2025-05-17,76,47,75,63,84,66,0,66,78,34,0,97,0,95,77,53,12,38,0,0,89,84,0,68,91,78,42,81,0,28,0,0,64,69,61,82,87,68,0,46,46,29,70,0,51,0,0,74,78,74,90,72,43,69,57,76,0,14,42,0,0,0,3,49,73,0,71,72,0,0,81,4,70,0,58,22,0,0,0,76,0,87,0,0,55,52,0,0,77,0,96,0,68,93,0,0,82,88,83,0,81,86,74,0,0,71,57,93,0,0,0,0,0,67,0,0,0,61,67,0,79,0,84,0,84,95,0,86,0,81,0,0,0,60,26,0,0,0,86,0,0,80,0,76,81,0,92,82,64,61,63,0,0,0,0,0,0,0,0,74,0,39,0,0,0,0,72,0,0,71,77,0,63,28,72,80,64,49,96,54,0,0,84,89,0,51,86,0,0,0,93,77,0,0,0,0,0,0,38,0,82,0,0,0,37,0,37,0,0,0,0,0,0,0,0,0,0,72,0,0,0,46,81,82,0,0,0,0,0,59,43,84,0,0,78,0,61,0,81,0,79,31,61,73,0,37,0,0,99,0,0,83,47,62,79,0,88,43,91,0
2025-05-18,82,50,79,62,84,66,0,71,81,21,0,82,0,41,92,43,12,0,0,0,90,90,0,41,90,85,45,83,0,31,0,0,72,75,66,89,62,64,0,0,46,24,72,0,44,0,0,80,83,63,77,56,36,61,67,76,0,13,44,0,0,0,3,59,57,0,70,70,0,0,89,5,80,0,69,22,0,0,0,84,0,86,0,0,51,46,0,0,83,0,100,0,77,63,0,0,56,74,86,0,82,85,63,0,0,72,66,88,0,41,0,0,0,47,0,0,0,81,60,0,82,0,79,0,66,96,0,91,0,86,0,0,0,59,0,0,0,0,86,0,0,84,0,80,82,0,64,65,66,47,58,0,0,94,0,0,0,100,0,82,0,0,0,0,0,0,71,0,0,74,79,0,64,45,78,84,73,40,93,69,0,0,80,92,0,55,90,0,0,100,89,74,0,56,0,0,0,39,39,0,28,0,0,0,31,77,78,0,0,0,0,0,0,0,0,0,0,76,0,0,0,48,79,84,0,0,0,0,0,0,38,85,0,0,77,0,77,0,90,0,82,42,59,73,0,0,0,0,100,0,0,81,62,76,75,0,91,47,74,0
