date,HOME DEPOT,MCDONALDS,BOOKING,TJX,LOWES,STARBUCKS,OREILLY AUTOMOTIVE,DOORDASH,NIKE,CHIPOTLE MEXICAN GRILL,ROYAL CARIBBEAN GROUP,AUTOZONE,HILTON WORLDWIDE,MARRIOTT INTERNATIONAL,AIRBNB,GENERAL MOTORS,ROSS STORES,YUM BRANDS,FORD MOTOR CO,LULULEMON ATHLETICA,CARVANA,EBAY,D R HORTON,COUPANG,GARMIN,TRACTOR SUPPLY,DARDEN RESTAURANTS,CARNIVAL,LENNAR A,ULTA BEAUTY,EXPEDIA GROUP,PULTEGROUP,NVR,WILLIAMS SONOMA,DUOLINGO,TAPESTRY,GENUINE PARTS,DOMINOS PIZZA,DECKERS OUTDOOR,APTIV,DRAFTKINGS,BURLINGTON STORES,BEST BUY,LAS VEGAS SANDS,TEXAS ROADHOUSE,RIVIAN AUTOMOTIVE,SOMNIGROUP INTERNATIONAL,RALPH LAUREN,POOL,SERVICE,TOLL BROTHERS,LKQ,ARAMARK,CARMAX,WINGSTOP,DICKS SPORTING,WYNN RESORTS,HASBRO,PLANET FITNESS,TOPBUILD,LITHIA MOTORS,SKECHERS USA,H&R BLOCK,NORWEGIAN CRUISE LINE,MURPHY USA,BRINKER INTERNATIONAL,DUTCH BROS,FLOOR DECOR,MGM RESORTS INTERNATIONAL,BORGWARNER,ETSY,CHURCHILL DOWNS,FIVE BELOW,WYNDHAM HOTELS RESORTS,BATH AND BODY WORKS,MATTEL,SHARKNINJA,CAVA GROUP,GRAND CANYON EDUCATION,STRIDE,VAIL RESORTS,HYATT HOTELS,CAESARS ENTERTAINMENT,TAYLOR MORRISON HOME,CROCS,GROUP AUTOMOTIVE,MOHAWK INDUSTRIES,ADTALEM GLOBAL EDUCATION,URBAN OUTFITTERS,GENTEX,BOOT BARN,MODINE MANUFACTURING,LEAR,AUTONATION,BOYD GAMING,ASBURY AUTOMOTIVE GROUP,MERITAGE,VALVOLINE,SHAKE SHACK,PVH,GAP,WHIRLPOOL,VF,FRONTDOOR,THOR INDUSTRIES,WAYFAIR,ABERCROMBIE AND FITCH,BRUNSWICK,INSTALLED BUILDING PRODUCTS,CHAMPION HOMES,KONTOOR BRANDS,CHOICE HOTELS INTERNATIONAL,DORMAN PRODUCTS,KB HOME,AMER SPORTS,CAVCO INDUSTRIES,SIGNET JEWELERS,ACADEMY SPORTS AND OUTDOORS,ADT,GOODYEAR TIRE & RUBBER,MACYS,GRAHAM  COMPANY,ADVANCE AUTO PARTS,LAUREATE EDUCATION,HILTON GRAND VACATIONS,HARLEY DAVIDSON,M I HOMES,BIRKENSTOCK,TRI POINTE HOMES,YETI,PERDOCEO EDUCATION,PENN ENTERTAINMENT,PELOTON INTERACTIVE,CHEESECAKE FACTORY,LIFE TIME GROUP,MARRIOTT VACATIONS WORLDWIDE,NEWELL BRANDS,LCI INDUSTRIES,POLARIS,VISTEON,LUCID GROUP,WENDYS,STRATEGIC EDUCATION,CAPRI,WARBY PARKER,PHINIA,LA-Z-BOY,COLUMBIA SPORTSWEAR,AMERICAN EAGLE OUTFITTERS,ACUSHNET,FOOT LOCKER,UNIVERSAL TECHNICAL INSTITUTE,GREEN BRICK PARTNERS,STEVEN MADDEN,HANESBRANDS,NATIONAL VISION,UNITED PARKS AND RESORTS,VICTORIA S SECRET,INTERNATIONAL GAME TECHNOLOGY,DILLARDS,PAPA JOHNS INTERNATIONAL,QUANTUMSCAPE,UPBOUND GROUP,ADIENT,WOLVERINE WORLD WIDE,CENTURY COMMUNITIES,SWEETGREEN,EVERI,LEGGETT & PLATT,SONOS,UNDER ARMOUR,WINMARK,COURSERA,SUPER GROUP,CARTERS,LENNAR,FOX FACTORY,LGI HOMES,BUCKLE,BJS RESTAURANTS,WINNEBAGO INDUSTRIES,LOLN EDUCATIONAL SERVICES,CAMPING WORLD,SALLY BEAUTY,OXFORD INDUSTRIES,XPEL,KOHLS,SONIC AUTOMOTIVE,TOPGOLF CALLAWAY BRANDS,GENTHERM,THREDUP,SABRE,REVOLVE GROUP,BEAZER HOMES,DAVE AND BUSTERS ENTERTAINMENT,BUILD A BEAR WORKSHOP,PLAYAGS,HELEN OF TROY,FIGS,BLOOMIN BRANDS,UDEMY,CARRIAGE SERVICES,DREAM FINDERS HOMES,ETHAN ALLEN INTERIORS,ODP,MALIBU BOATS,THE REALREAL,STANDARD MOTOR PRODUCTS,STURM RUGER,GOLDEN ENTERTAINMENT,ACCEL ENTERTAINMENT,SMITH WESSON BRANDS,CALERES,PURSUIT ATTRACTIONS AND HOSPITALIT,HOVNANIAN ENTERPRISES,COOPER STANDARD,LINDBLAD EXPEDITIONS,ARHAUS,LANDSEA HOMES,KURA SUSHI USA,DINE BRANDS GLOBAL,POTBELLY,SHOE CARNIVAL,JACK IN THE BOX,KINDERCARE LEARNING,AMERICAS CAR MART,FIRST WATCH RESTAURANT GROUP,ARKO,HAVERTY FURNITURE,MASTERCRAFT BOAT,EVGO,CRICUT,LOVESAC COMPANY,SAVERS VALUE VILLAGE,BEYOND,MOVADO GROUP,JAKKS PACIFIC,GENESCO,ZUMIEZ,TARGET HOSPITALITY,DENNYS,KRISPY KREME,DESIGNER BRANDS,SLEEP NUMBER,HOOKER FURNISHINGS,SOLID POWER,INSPIRED ENTERTAINMENT,ONEWATER MARINE,OUTDOOR,XPONENTIAL FITNESS,JOHNSON OUTDOORS,EUROPEAN WAX CENTER,CHEGG,STONERIDGE,LESLIES,GROWGENERATION,FUNKO,IROBOT,GOPRO,LUMINAR TECHNOLOGIES
2025-03-17,53,38,74,85,51,55,0,58,77,17,0,67,0,74,84,63,12,29,0,0,79,89,0,46,69,50,42,72,0,23,0,0,72,60,74,87,79,42,0,66,48,15,62,52,25,0,0,65,36,90,100,92,68,64,41,50,0,12,46,0,82,0,34,56,67,0,47,65,0,67,90,1,45,93,49,26,41,54,0,84,19,89,45,0,39,75,0,0,67,41,61,0,75,82,0,0,76,64,52,20,94,74,60,56,0,59,61,88,0,67,0,0,0,56,0,0,0,47,79,0,60,59,72,0,85,68,0,50,61,60,0,0,0,33,84,0,0,0,74,0,0,54,51,39,76,0,64,56,62,39,52,62,0,0,0,54,0,0,0,60,0,51,0,62,0,42,79,0,0,57,71,0,81,59,76,82,68,45,76,0,0,0,54,66,0,67,59,0,0,0,65,77,0,88,0,0,0,74,38,0,41,0,0,0,73,79,57,0,0,0,0,0,0,0,0,0,0,69,0,0,0,49,56,67,0,0,0,0,0,0,38,72,0,0,73,0,92,0,71,0,42,43,60,63,0,53,0,0,47,0,0,69,87,63,36,0,68,40,60,86
2025-03-18,55,37,77,79,51,52,0,58,74,24,0,65,0,79,81,84,9,46,0,0,87,89,0,52,67,50,50,66,0,24,0,0,75,62,80,87,84,38,0,54,50,12,60,0,23,0,0,63,37,92,76,96,76,64,40,52,0,16,37,0,0,0,31,53,77,0,47,67,0,60,83,1,44,0,47,26,34,0,0,92,33,90,0,0,40,83,74,0,67,79,55,0,90,85,0,0,84,61,46,23,83,67,57,57,0,53,60,91,0,58,0,0,87,71,32,0,0,38,81,0,55,76,66,0,96,71,0,51,71,61,0,0,0,34,55,0,77,0,72,0,61,56,92,44,80,0,89,42,42,69,54,39,0,47,0,76,0,0,0,64,0,0,0,39,0,38,90,0,0,59,67,0,89,87,72,89,71,49,79,0,0,0,53,66,0,78,58,0,0,0,62,89,0,57,0,0,0,54,44,0,41,0,0,0,100,0,60,0,0,0,0,0,0,0,0,0,0,61,0,0,0,56,52,63,94,0,0,0,0,0,59,72,0,0,70,0,62,75,76,0,44,22,61,53,0,75,0,0,47,0,0,67,94,62,43,0,71,44,59,100
2025-03-19,54,37,90,72,51,54,0,61,77,19,66,59,0,88,86,70,9,74,0,0,87,89,0,53,67,51,49,63,77,24,0,0,79,64,77,94,83,43,0,50,54,20,61,82,25,0,0,63,38,92,90,96,95,66,40,51,0,14,34,0,0,0,30,55,79,0,47,63,74,56,86,2,45,0,46,22,61,0,0,100,25,85,40,0,41,73,0,0,62,68,55,0,94,84,0,0,92,64,52,0,79,64,83,64,0,56,54,87,0,63,0,0,73,39,35,0,100,47,81,0,57,85,68,0,90,69,0,50,0,57,0,0,0,35,52,0,100,0,73,0,0,55,83,41,76,0,55,50,35,68,50,44,0,0,0,100,0,0,0,66,0,55,0,45,0,0,94,0,0,61,66,0,86,60,81,89,43,34,75,0,0,0,51,61,0,76,60,0,0,0,67,77,0,59,0,0,0,56,45,44,45,0,0,0,96,0,81,0,0,0,0,0,0,0,0,0,0,56,0,0,0,51,57,66,0,0,0,0,0,0,43,73,0,0,76,0,79,0,71,0,45,21,58,54,0,50,0,0,47,80,0,68,83,70,29,0,76,32,62,0
2025-03-20,54,39,78,69,51,51,0,60,76,17,100,61,0,85,84,74,9,39,0,0,84,88,0,61,64,51,97,69,71,23,56,0,80,56,75,86,99,44,0,74,66,19,60,80,25,0,0,59,36,86,86,84,100,63,41,54,100,14,35,0,89,0,27,48,73,0,44,63,0,75,79,1,43,0,50,26,41,0,100,86,20,86,45,0,40,81,0,0,62,44,61,0,86,81,57,0,86,62,52,0,83,64,73,50,0,56,52,84,0,80,0,0,0,66,0,0,50,69,74,0,62,59,83,0,72,71,0,50,100,57,0,0,0,39,51,0,61,0,70,0,0,61,71,43,71,0,65,64,57,61,54,39,0,56,0,65,0,0,0,66,0,29,0,50,0,61,81,0,0,55,66,0,81,81,78,97,32,35,79,40,0,0,54,67,0,82,60,0,0,0,71,82,0,83,0,57,0,69,43,0,41,0,65,0,80,0,54,0,0,0,0,0,0,0,0,0,0,53,0,0,0,55,51,68,78,0,0,0,0,0,45,72,0,0,83,0,63,0,60,0,42,20,70,56,0,70,0,0,44,0,0,68,77,64,39,0,71,41,58,0
2025-03-21,54,44,70,67,51,54,0,74,75,100,0,65,0,99,75,73,11,26,0,0,79,88,0,69,61,53,37,69,76,25,0,0,68,63,72,94,67,56,0,58,65,16,64,0,36,0,0,63,36,87,78,83,78,66,45,58,0,14,32,0,0,0,27,44,57,0,47,63,0,54,77,1,48,0,56,24,39,0,84,84,20,75,37,0,43,76,0,0,66,49,71,0,66,80,77,0,71,72,61,21,79,65,56,53,0,57,55,88,0,65,0,0,0,47,0,0,40,64,77,0,66,60,70,0,89,70,0,49,63,54,0,0,0,50,47,0,67,0,72,0,0,63,67,43,77,0,59,64,41,68,53,0,0,0,0,72,0,0,0,64,0,38,0,0,0,49,79,0,0,54,65,0,69,47,76,89,62,54,78,100,0,0,57,73,0,58,59,0,0,0,73,90,0,92,0,87,0,71,74,0,54,0,0,0,64,0,66,0,0,0,0,0,0,0,0,57,0,62,0,0,0,50,58,68,0,0,0,0,0,0,48,73,0,0,81,0,0,0,65,0,52,18,45,55,0,41,0,0,46,0,100,79,66,74,47,0,73,40,61,0
2025-03-22,68,51,69,63,71,64,0,72,89,34,0,91,0,69,78,53,14,40,0,0,86,90,0,32,79,71,45,83,0,29,0,0,68,81,57,86,68,71,0,0,64,26,73,0,49,0,0,73,43,75,69,82,52,73,60,80,0,14,40,0,0,0,29,56,73,0,66,78,0,0,80,1,63,0,88,27,0,0,0,83,25,79,0,0,50,62,0,0,81,57,85,0,61,81,0,0,66,86,79,0,85,91,49,0,0,70,67,91,0,72,0,0,0,59,0,0,0,57,60,0,79,0,90,0,79,90,0,64,0,60,0,0,0,77,26,0,0,0,100,0,0,71,0,55,91,0,100,69,74,65,67,0,0,54,0,46,0,0,0,87,0,46,0,0,0,78,71,0,0,89,83,0,63,35,81,79,46,70,87,54,0,0,69,89,0,58,85,0,0,0,74,82,0,0,0,75,0,48,58,0,98,0,0,0,36,0,48,100,0,0,0,0,0,0,0,0,0,82,0,0,0,48,87,87,0,0,0,85,0,0,48,88,0,0,79,0,59,0,85,0,74,26,65,61,0,36,0,0,67,0,0,83,73,73,43,0,90,44,92,0
2025-03-23,71,52,74,61,70,63,0,65,93,26,0,77,0,48,90,54,12,0,0,0,82,92,0,43,79,73,0,86,0,24,0,0,61,83,57,95,94,70,0,0,57,17,72,0,46,0,0,87,44,62,94,67,49,66,57,100,0,12,40,0,0,0,27,56,73,0,68,81,0,0,88,1,67,0,92,26,0,0,0,89,19,100,0,0,63,37,0,0,82,38,93,0,53,57,0,0,62,72,85,0,88,89,55,0,0,73,70,82,0,62,0,0,0,0,0,0,0,75,54,0,83,0,88,0,76,86,0,70,74,72,0,0,0,64,40,0,0,0,89,0,0,79,0,56,97,0,66,80,56,74,65,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,74,0,0,80,89,0,74,43,91,81,41,50,94,66,0,0,62,99,0,45,100,0,0,0,95,80,0,59,0,0,0,0,45,53,79,0,0,0,26,0,45,0,0,0,0,0,0,0,0,0,0,91,0,0,0,46,77,87,0,0,0,0,0,0,37,90,0,0,86,0,0,0,88,0,79,28,87,59,0,53,0,0,72,0,0,68,76,68,46,0,100,49,79,0
2025-03-24,55,41,74,76,52,48,0,59,74,23,0,59,0,83,83,65,9,53,0,0,82,89,50,54,70,48,70,75,65,16,53,0,86,65,77,92,81,44,0,54,46,20,62,51,24,0,0,67,40,95,90,91,83,66,40,55,0,12,34,0,0,0,34,53,69,0,44,65,0,51,84,1,45,0,53,23,0,0,0,82,22,87,49,0,42,84,0,0,67,38,57,0,86,84,0,0,75,61,49,21,81,76,85,0,0,61,52,90,0,61,0,0,0,86,0,0,41,52,75,0,57,64,61,0,90,64,0,51,55,59,0,0,0,33,75,0,72,0,75,0,58,56,55,47,76,0,60,44,48,74,49,48,0,41,0,55,0,0,0,68,0,49,0,0,0,47,69,0,0,58,69,0,82,57,65,92,50,48,81,0,0,0,57,68,0,73,64,55,0,0,82,74,0,59,0,100,0,60,37,0,43,0,0,0,87,0,73,82,0,0,0,0,0,0,0,0,0,63,42,0,0,42,50,62,0,0,0,0,0,0,53,71,0,0,70,0,65,89,71,0,47,16,76,58,0,80,0,0,51,0,0,65,94,66,39,0,68,44,66,0
2025-03-25,54,36,79,72,52,56,0,58,70,25,0,62,0,76,81,70,8,51,0,0,82,90,0,61,65,48,43,67,81,21,64,0,74,64,79,91,67,38,0,59,44,11,62,55,22,100,0,61,38,90,95,95,85,65,92,53,0,15,32,0,0,0,32,50,65,50,44,69,0,0,87,1,44,0,44,27,63,0,0,86,20,83,48,0,41,81,88,0,66,40,55,0,87,84,74,100,68,60,45,33,80,65,79,0,0,58,48,83,0,84,0,0,0,100,0,0,0,50,72,0,60,74,67,0,92,74,0,50,0,63,0,0,0,28,54,0,61,0,72,0,0,54,0,45,83,0,67,37,40,70,46,55,0,43,0,87,0,0,0,63,0,0,0,80,0,53,85,0,0,54,66,0,100,57,76,98,54,52,74,0,0,0,56,63,0,62,58,0,0,0,75,75,0,40,0,0,0,77,47,45,65,0,68,0,81,0,63,0,0,0,0,0,44,0,0,0,0,56,39,0,0,45,60,59,0,0,0,0,0,0,49,70,0,0,77,0,56,0,67,0,52,16,69,53,0,61,0,0,50,0,0,80,88,69,27,0,62,35,61,66
2025-03-26,55,38,76,65,53,56,0,62,70,23,0,66,0,62,75,89,9,60,0,63,82,89,0,68,67,49,41,65,56,20,0,0,80,64,80,91,64,39,0,78,45,18,59,63,24,0,0,62,35,92,85,93,81,63,86,61,0,14,32,0,0,0,27,49,73,0,49,68,0,0,84,1,44,100,45,22,55,0,0,78,19,85,0,0,41,83,0,0,65,57,57,0,85,84,65,0,84,64,47,16,76,62,73,58,0,55,54,88,0,72,0,0,0,72,0,0,0,36,75,0,57,0,69,0,96,71,0,51,73,60,0,0,0,33,79,0,50,0,73,0,0,55,0,45,78,0,48,47,66,73,51,59,0,0,0,75,0,0,0,63,0,32,0,58,0,49,84,69,0,51,64,0,84,59,76,96,88,50,70,49,0,0,54,64,0,100,64,55,0,0,72,82,0,0,0,0,100,57,44,45,45,0,64,0,71,0,60,0,0,0,0,0,0,0,0,67,0,53,0,0,0,49,61,64,0,0,0,66,0,0,57,67,0,0,77,0,80,0,63,0,49,18,52,53,0,79,0,0,48,0,0,68,94,76,33,0,70,38,53,0
2025-03-27,56,43,77,63,51,51,0,64,75,22,0,64,0,88,72,92,10,45,0,96,89,83,0,57,66,53,0,62,0,20,0,0,80,59,77,88,97,46,0,47,58,17,59,0,27,0,0,61,36,89,76,91,87,69,50,53,0,13,30,0,0,0,28,48,62,69,52,71,0,57,83,1,44,0,45,25,51,0,0,86,20,80,0,0,41,91,0,0,61,92,58,0,89,87,0,0,80,67,52,21,78,61,66,0,0,60,57,87,0,48,0,0,0,64,0,0,0,72,75,0,59,0,81,0,96,73,0,54,82,61,0,0,0,34,63,0,47,0,74,0,0,56,0,42,75,0,59,60,63,85,47,43,0,0,0,80,0,0,0,64,0,32,0,40,0,57,83,0,0,55,62,0,74,60,67,90,75,36,73,47,0,0,50,62,0,62,62,63,0,0,72,80,0,69,0,0,0,74,46,99,46,0,0,0,81,0,71,0,0,0,0,0,0,0,0,0,0,55,0,0,0,47,56,67,0,0,0,0,0,0,53,67,0,0,83,0,0,0,66,0,49,17,67,51,0,66,0,0,47,0,0,74,78,69,25,0,66,41,61,0
2025-03-28,59,52,73,70,56,57,0,64,69,20,0,70,0,60,72,71,11,49,0,0,85,86,0,0,68,60,52,66,0,25,0,0,70,63,79,89,86,58,0,43,64,21,64,0,35,0,0,64,38,84,76,91,70,75,54,60,0,11,31,100,97,0,27,42,95,0,53,67,0,0,77,1,49,0,46,23,40,0,0,80,18,84,48,0,43,71,80,0,60,0,65,0,75,100,84,0,60,72,63,23,80,64,82,47,0,52,55,93,0,57,0,0,0,47,0,0,0,82,71,0,64,69,77,0,87,79,0,54,0,60,0,0,0,46,56,0,80,0,74,0,0,65,66,43,73,0,58,51,34,67,56,40,0,0,0,46,0,0,0,66,0,0,0,53,0,62,70,0,0,58,63,0,75,58,75,89,100,51,79,0,0,100,52,70,0,53,65,0,0,0,69,67,0,70,0,0,0,71,41,0,40,0,0,0,59,0,72,0,0,0,0,0,0,0,0,0,0,56,0,0,0,52,65,74,0,0,0,0,0,0,59,68,0,0,92,0,71,0,73,0,56,19,55,50,0,63,0,0,49,0,0,80,80,70,32,0,73,42,58,0
2025-03-29,72,58,69,66,72,63,0,70,87,19,0,98,0,64,74,64,12,33,0,0,92,92,60,0,79,75,52,75,0,23,87,0,57,72,56,83,64,67,0,0,58,37,73,82,53,0,0,75,49,72,71,85,48,79,57,82,0,14,39,0,0,0,27,50,79,0,70,78,0,0,85,1,62,0,61,26,0,0,0,86,22,85,0,0,51,39,0,0,78,0,85,0,52,90,85,0,90,89,83,0,81,82,64,0,0,71,72,87,0,59,0,0,0,0,37,0,0,86,80,0,81,0,91,0,77,93,0,68,0,77,0,0,0,66,41,0,0,0,88,0,0,70,0,51,78,0,53,59,57,50,62,0,0,0,0,40,0,0,0,86,0,34,0,0,0,0,65,0,0,78,84,0,65,63,91,84,69,54,85,72,0,0,73,84,0,41,84,0,0,0,85,80,0,0,0,80,0,56,42,0,96,0,0,0,38,0,55,0,0,0,0,0,0,0,0,0,0,78,0,0,0,47,90,84,0,0,0,0,0,0,43,88,0,0,91,0,82,0,90,0,84,23,58,65,0,43,0,0,73,0,0,81,65,74,41,0,86,43,93,0
2025-03-30,70,55,72,56,72,66,0,66,88,17,0,75,0,44,85,44,12,30,0,0,89,93,0,42,80,75,37,81,0,21,0,0,56,78,60,100,91,68,0,0,51,29,73,0,46,0,0,87,45,65,97,64,39,69,63,75,0,12,39,0,0,0,28,61,67,0,69,78,0,0,95,1,65,0,60,22,0,0,0,85,23,86,0,0,54,49,0,0,84,40,89,0,70,72,0,0,83,67,78,0,91,87,61,0,0,66,84,84,0,45,0,0,0,72,0,0,73,79,60,0,83,0,81,0,87,89,0,76,0,78,0,0,0,63,35,0,0,0,89,0,0,69,0,48,80,0,39,85,58,59,56,0,0,0,0,45,0,0,0,91,0,0,0,0,0,50,71,0,0,77,86,0,55,50,90,81,47,49,96,0,0,0,62,89,0,48,86,0,0,0,90,82,0,61,0,0,0,68,42,58,34,0,0,0,36,0,76,0,0,0,0,100,0,0,0,0,0,78,0,0,0,44,82,87,0,0,0,0,0,0,39,88,0,0,89,0,81,0,91,0,89,26,53,65,0,52,0,0,71,0,0,70,85,73,38,0,95,56,70,0
2025-03-31,59,44,71,68,54,47,0,57,72,15,0,60,0,65,79,77,10,69,0,0,86,88,0,49,72,50,39,68,81,18,67,0,80,63,74,91,76,42,0,46,45,14,60,59,25,0,0,73,38,98,84,83,75,68,39,53,76,12,32,0,0,0,37,54,72,0,43,66,0,81,91,2,45,0,42,24,41,0,0,84,33,87,52,0,41,86,0,0,67,41,57,0,76,85,0,0,98,65,47,65,86,73,84,0,0,55,67,90,0,54,0,0,0,60,0,0,0,59,78,0,66,65,58,0,91,71,0,54,81,60,0,0,0,33,86,0,60,0,74,0,0,51,90,42,69,0,52,53,77,57,44,0,0,0,0,72,0,0,0,66,0,34,0,0,0,55,78,0,0,57,68,0,86,77,62,89,59,43,72,0,0,0,55,60,0,64,59,0,0,0,70,77,0,65,0,0,0,36,43,43,41,0,0,0,67,0,47,0,0,0,0,0,0,0,0,0,0,68,0,0,0,42,54,60,0,0,0,60,0,0,43,63,0,0,77,0,0,0,77,0,54,16,66,62,0,73,0,0,50,0,0,71,100,78,30,0,66,37,59,0
2025-04-01,56,66,76,75,53,48,0,59,69,20,0,60,0,60,75,84,11,48,0,0,79,85,0,81,67,47,40,60,0,18,0,0,69,58,91,97,80,35,0,68,49,18,59,48,22,0,0,66,37,93,84,82,88,62,38,53,0,16,36,0,0,0,36,52,76,0,44,65,0,0,81,1,44,0,39,37,38,0,0,79,22,93,44,0,45,97,0,0,62,49,55,0,90,94,80,0,73,60,44,77,82,70,66,43,0,52,56,93,0,66,0,0,0,42,0,0,0,0,84,0,62,62,63,0,86,68,0,50,0,60,0,0,0,32,66,0,66,0,70,0,72,52,0,38,74,0,45,61,35,71,45,56,0,47,0,82,0,0,0,63,0,33,0,0,0,76,82,0,0,54,63,0,92,33,69,86,63,74,67,0,0,0,59,64,0,60,55,0,0,0,68,74,0,0,0,0,0,50,43,0,45,0,0,0,77,60,71,0,0,0,0,0,0,0,0,50,0,57,45,0,0,41,50,66,0,0,0,87,0,61,46,68,0,0,100,0,81,0,58,0,46,19,72,56,0,53,0,0,46,0,0,67,99,77,41,0,68,36,56,0
2025-04-02,64,73,72,67,51,47,0,63,69,31,0,56,0,70,77,85,10,28,0,0,80,83,0,64,66,48,48,58,51,18,0,0,77,59,85,86,100,37,0,38,45,14,65,0,22,0,0,64,36,90,79,83,79,69,38,47,0,13,34,0,0,0,31,43,83,0,48,58,0,44,84,1,43,0,38,26,39,0,0,84,37,73,0,0,34,75,0,0,61,53,54,0,75,77,0,0,78,58,43,58,77,69,75,100,0,47,46,89,0,65,0,0,65,71,0,0,0,41,88,0,60,56,61,0,85,67,0,49,52,55,0,71,0,30,60,0,0,0,66,0,0,52,62,44,73,0,34,44,29,68,43,75,0,40,0,76,0,0,0,57,0,0,0,0,0,49,70,61,0,54,63,0,82,54,67,84,81,53,69,41,0,0,58,58,0,42,53,0,0,0,61,63,0,0,0,0,0,46,42,0,50,0,0,0,75,0,54,0,0,0,0,0,0,0,0,0,0,53,0,0,0,45,49,64,0,0,0,0,0,0,35,71,0,0,82,0,0,0,57,0,49,17,59,56,0,56,0,0,46,0,0,65,77,68,35,0,65,34,65,0
2025-04-03,60,81,73,93,52,50,0,64,75,27,66,62,100,71,78,100,12,45,0,0,88,88,0,98,62,50,60,62,57,22,100,0,78,58,81,95,73,40,58,62,48,12,62,0,24,0,0,66,36,88,82,78,84,70,39,50,0,16,35,0,0,0,33,41,74,0,47,64,0,72,86,2,48,0,41,24,100,0,0,89,20,81,0,0,36,88,78,0,61,42,60,0,73,85,0,0,74,60,46,48,85,72,100,0,0,53,49,87,0,69,0,0,69,98,0,0,40,49,71,0,63,0,83,0,80,74,0,49,0,53,0,73,87,33,71,0,85,0,69,0,0,55,85,45,70,0,38,46,46,50,51,38,0,42,0,68,0,0,0,62,0,58,0,40,0,56,93,0,0,55,67,0,80,69,77,85,65,63,75,0,0,0,54,71,0,61,56,0,0,0,70,72,0,74,0,0,0,68,48,46,43,0,0,0,86,0,44,0,0,0,0,0,0,0,0,59,0,49,0,0,0,47,57,69,98,0,0,0,0,0,47,71,0,0,74,0,78,76,54,0,49,24,60,55,0,56,0,0,43,0,0,77,81,80,36,0,66,33,58,0
2025-04-04,61,85,69,95,57,51,0,67,78,13,0,66,0,62,69,93,10,39,0,63,83,85,58,30,65,54,32,64,68,23,0,0,88,60,79,88,81,46,79,49,47,15,66,0,35,0,0,66,36,86,73,90,69,66,41,56,0,16,32,0,92,0,32,38,72,0,48,67,0,68,81,1,49,0,42,26,0,0,0,75,14,77,39,0,37,77,0,0,61,65,68,0,75,92,70,0,79,71,49,45,77,70,86,0,0,52,49,88,0,65,0,0,0,64,0,0,0,64,71,0,67,62,72,0,90,74,0,53,0,54,0,0,0,41,52,0,51,0,74,0,62,58,0,44,63,0,0,62,46,60,52,64,0,0,0,49,0,0,0,68,0,60,0,0,0,79,75,0,0,54,63,0,69,50,69,84,55,47,74,43,0,0,56,76,0,72,63,0,0,0,62,71,0,51,0,0,0,51,48,66,37,0,0,0,76,0,38,0,0,91,0,0,0,0,0,0,0,52,0,0,0,44,55,72,0,0,0,74,0,0,49,66,0,0,71,0,0,0,62,0,51,25,57,52,0,91,0,0,45,0,0,75,82,84,39,0,67,37,61,0
2025-04-05,79,100,69,58,75,59,0,74,92,19,0,85,0,68,70,63,18,34,0,0,89,92,0,52,82,69,81,76,74,24,0,0,43,80,54,86,83,68,0,0,57,29,79,0,54,0,0,83,45,80,80,65,38,73,57,79,0,15,40,0,0,0,36,49,60,0,72,79,75,0,84,1,70,0,75,28,0,0,0,80,13,84,0,0,49,58,0,0,76,0,96,0,78,98,0,0,63,76,73,0,83,92,67,0,0,71,63,93,0,65,0,0,0,67,0,0,0,64,68,0,80,0,90,0,70,86,0,68,97,66,0,0,0,65,48,0,0,0,85,0,0,66,0,44,86,0,76,75,70,55,62,54,0,0,0,46,0,0,0,90,0,35,0,0,0,0,72,0,0,83,85,0,66,57,77,80,42,34,90,85,0,0,74,90,0,78,75,0,0,0,83,73,0,0,0,0,0,36,55,56,98,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,48,83,87,0,0,0,0,0,0,28,88,0,0,75,0,0,0,75,0,72,31,55,69,0,0,0,0,63,0,0,80,56,87,29,0,94,47,84,0
2025-04-06,73,92,73,56,73,62,0,66,88,26,0,75,0,60,86,47,13,0,0,73,85,96,0,62,76,67,51,74,0,29,0,0,62,85,57,87,48,67,0,0,63,27,75,0,47,0,0,86,45,64,86,58,47,66,56,78,0,16,43,0,0,0,36,50,71,0,69,82,0,0,89,2,76,0,78,26,0,0,0,78,12,97,0,0,49,41,0,0,78,39,97,0,73,72,0,0,67,67,76,22,80,89,63,0,0,68,67,79,0,51,0,0,0,41,0,0,46,0,55,0,90,0,74,0,86,80,0,73,0,67,0,0,0,59,54,0,0,0,75,0,0,74,0,49,81,0,46,51,63,50,59,51,0,0,0,44,0,0,0,90,0,37,0,0,0,54,68,0,0,69,87,0,54,47,91,84,73,61,96,94,0,0,66,92,0,48,81,0,0,0,76,78,0,60,0,0,0,65,51,0,29,0,0,0,24,0,65,0,0,93,0,0,0,0,0,0,0,69,0,0,0,45,79,88,0,0,0,0,0,0,44,92,0,0,75,0,79,0,90,0,89,34,64,64,0,61,0,0,66,0,0,68,81,79,55,0,94,49,72,0
