Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date
MMI,MARCUS & MILLICHAP INC,Real Estate,Equity,"171,958.55",0.00,"171,958.55","5,839.00",29.45,United States,New York Stock Exchange Inc.,USD,1.00,--
MTAL,MAC COPPER LTD,Materials,Equity,"172,047.29",0.00,"172,047.29","14,137.00",12.17,Australia,New York Stock Exchange Inc.,USD,1.00,--
CVLG,COVENANT LOGISTICS GROUP INC CLASS,Industrials,Equity,"172,058.38",0.00,"172,058.38","7,394.00",23.27,United States,New York Stock Exchange Inc.,USD,1.00,--
ETWO,E2OPEN PARENT HOLDINGS INC CLASS A,Information Technology,Equity,"172,336.65",0.00,"172,336.65","53,355.00",3.23,United States,New York Stock Exchange Inc.,USD,1.00,--
YEXT,YEXT INC,Information Technology,Equity,"172,423.24",0.00,"172,423.24","25,282.00",6.82,United States,New York Stock Exchange Inc.,USD,1.00,--
NBBK,NB BANCORP INC,Financials,Equity,"172,596.97",0.00,"172,596.97","10,231.00",16.87,United States,NASDAQ,USD,1.00,--
MOFG,MIDWESTONE FINANCIAL GROUP INC,Financials,Equity,"172,847.60",0.00,"172,847.60","6,010.00",28.76,United States,NASDAQ,USD,1.00,--
BLMN,BLOOMIN BRANDS INC,Consumer Discretionary,Equity,"173,098.85",0.00,"173,098.85","22,927.00",7.55,United States,NASDAQ,USD,1.00,--
UDMY,UDEMY INC,Consumer Discretionary,Equity,"170,187.39",0.00,"170,187.39","22,131.00",7.69,United States,NASDAQ,USD,1.00,--
SHEN,SHENANDOAH TELECOMMUNICATIONS,Communication,Equity,"170,324.36",0.00,"170,324.36","13,183.00",12.92,United States,NASDAQ,USD,1.00,--
AGL,AGILON HEALTH,Health Care,Equity,"170,420.25",0.00,"170,420.25","75,075.00",2.27,United States,New York Stock Exchange Inc.,USD,1.00,--
PL,PLANET LABS CLASS A,Industrials,Equity,"170,549.76",0.00,"170,549.76","44,414.00",3.84,United States,New York Stock Exchange Inc.,USD,1.00,--
CSV,CARRIAGE SERVICES INC,Consumer Discretionary,Equity,"170,843.40",0.00,"170,843.40","3,874.00",44.10,United States,New York Stock Exchange Inc.,USD,1.00,--
DJCO,DAILY JOURNAL CORP,Information Technology,Equity,"171,075.96",0.00,"171,075.96",396.00,432.01,United States,NASDAQ,USD,1.00,--
HNRG,HALLADOR ENERGY,Energy,Equity,"171,510.64",0.00,"171,510.64","10,024.00",17.11,United States,NASDAQ,USD,1.00,--
CMP,COMPASS MINERALS INTERNATIONAL INC,Materials,Equity,"171,582.32",0.00,"171,582.32","8,918.00",19.24,United States,New York Stock Exchange Inc.,USD,1.00,--
LENZ,LENZ THERAPEUTICS INC,Health Care,Equity,"168,736.36",0.00,"168,736.36","5,668.00",29.77,United States,NASDAQ,USD,1.00,--
EMBC,EMBECTA CORP,Health Care,Equity,"169,197.67",0.00,"169,197.67","15,947.00",10.61,United States,NASDAQ,USD,1.00,--
ANAB,ANAPTYSBIO INC,Health Care,Equity,"169,202.88",0.00,"169,202.88","7,194.00",23.52,United States,NASDAQ,USD,1.00,--
GLDD,GREAT LAKES DREDGE AND DOCK CORP,Industrials,Equity,"169,419.60",0.00,"169,419.60","14,580.00",11.62,United States,NASDAQ,USD,1.00,--
TBPH,THERAVANCE BIOPHARMA INC,Health Care,Equity,"169,624.48",0.00,"169,624.48","15,254.00",11.12,United States,NASDAQ,USD,1.00,--
CCBG,CAPITAL CITY BANK INC,Financials,Equity,"169,771.20",0.00,"169,771.20","4,520.00",37.56,United States,NASDAQ,USD,1.00,--
JANX,JANUX THERAPEUTICS INC,Health Care,Equity,"167,863.43",0.00,"167,863.43","6,601.00",25.43,United States,NASDAQ,USD,1.00,--
ZYME,ZYMEWORKS INC,Health Care,Equity,"167,863.68",0.00,"167,863.68","13,896.00",12.08,United States,NASDAQ,USD,1.00,--
SPTN,SPARTANNASH,Consumer Staples,Equity,"167,879.25",0.00,"167,879.25","8,925.00",18.81,United States,NASDAQ,USD,1.00,--
UFCS,UNITED FIRE GROUP INC,Financials,Equity,"168,210.75",0.00,"168,210.75","5,925.00",28.39,United States,NASDAQ,USD,1.00,--
STKL,SUNOPTA INC,Consumer Staples,Equity,"166,156.61",0.00,"166,156.61","27,739.00",5.99,Canada,NASDAQ,USD,1.00,--
XRX,XEROX HOLDINGS CORP,Information Technology,Equity,"166,345.00",0.00,"166,345.00","33,269.00",5.00,United States,NASDAQ,USD,1.00,--
ADCT,ADC THERAPEUTICS SA,Health Care,Equity,"166,637.03",0.00,"166,637.03","46,417.00",3.59,United States,New York Stock Exchange Inc.,USD,1.00,--
AMBP,ARDAGH METAL PACKAGING SA,Materials,Equity,"164,102.96",0.00,"164,102.96","41,863.00",3.92,United States,New York Stock Exchange Inc.,USD,1.00,--
DFH,DREAM FINDERS HOMES INC CLASS A,Consumer Discretionary,Equity,"164,399.16",0.00,"164,399.16","7,762.00",21.18,United States,New York Stock Exchange Inc.,USD,1.00,--
IBCP,INDEPENDENT BANK CORP,Financials,Equity,"164,459.60",0.00,"164,459.60","5,188.00",31.70,United States,NASDAQ,USD,1.00,--
ABUS,ARBUTUS BIOPHARMA CORP,Health Care,Equity,"165,534.45",0.00,"165,534.45","47,981.00",3.45,United States,NASDAQ,USD,1.00,--
PLSE,PULSE BIOSCIENCES INC,Health Care,Equity,"162,777.79",0.00,"162,777.79","9,233.00",17.63,United States,NASDAQ,USD,1.00,--
ZVRA,ZEVRA THERAPEUTICS INC,Health Care,Equity,"163,074.95",0.00,"163,074.95","18,385.00",8.87,United States,NASDAQ,USD,1.00,--
IRMD,IRADIMED CORP,Health Care,Equity,"163,226.70",0.00,"163,226.70","2,730.00",59.79,United States,NASDAQ,USD,1.00,--
BCML,BAYCOM CORP,Financials,Equity,"163,257.12",0.00,"163,257.12","6,156.00",26.52,United States,NASDAQ,USD,1.00,--
FCBC,FIRST COMMUNITY BANKSHARES INC,Financials,Equity,"163,562.72",0.00,"163,562.72","4,364.00",37.48,United States,NASDAQ,USD,1.00,--
RC,READY CAPITAL CORP,Financials,Equity,"163,583.70",0.00,"163,583.70","38,310.00",4.27,United States,New York Stock Exchange Inc.,USD,1.00,--
BOW,BOWHEAD SPECIALTY HOLDINGS INC,Financials,Equity,"163,731.40",0.00,"163,731.40","4,372.00",37.45,United States,New York Stock Exchange Inc.,USD,1.00,--
MBIN,MERCHANTS BANCORP,Financials,Equity,"163,944.16",0.00,"163,944.16","5,149.00",31.84,United States,NASDAQ,USD,1.00,--
TRST,TRUSTCO BANK CORP,Financials,Equity,"163,970.80",0.00,"163,970.80","5,222.00",31.40,United States,NASDAQ,USD,1.00,--
KOP,KOPPERS HOLDINGS INC,Materials,Equity,"161,187.50",0.00,"161,187.50","5,158.00",31.25,United States,New York Stock Exchange Inc.,USD,1.00,--
GCMG,GCM GROSVENOR INC CLASS A,Financials,Equity,"161,932.65",0.00,"161,932.65","12,903.00",12.55,United States,NASDAQ,USD,1.00,--
WLFC,WILLIS LEASE FINANCE CORP,Industrials,Equity,"162,017.28",0.00,"162,017.28","1,172.00",138.24,United States,NASDAQ,USD,1.00,--
NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,Consumer Staples,Equity,"162,350.24",0.00,"162,350.24","3,508.00",46.28,United States,New York Stock Exchange Inc.,USD,1.00,--
SBGI,SINCLAIR INC CLASS A,Communication,Equity,"159,772.79",0.00,"159,772.79","11,787.00",13.56,United States,NASDAQ,USD,1.00,--
CYH,COMMUNITY HEALTH SYSTEMS INC,Health Care,Equity,"160,149.18",0.00,"160,149.18","40,647.00",3.94,United States,New York Stock Exchange Inc.,USD,1.00,--
NWPX,NORTHWEST PIPE,Industrials,Equity,"158,124.80",0.00,"158,124.80","3,968.00",39.85,United States,NASDAQ,USD,1.00,--
ETD,ETHAN ALLEN INTERIORS INC,Consumer Discretionary,Equity,"158,238.19",0.00,"158,238.19","5,969.00",26.51,United States,New York Stock Exchange Inc.,USD,1.00,--
NYMT,NEW YORK MORTGAGE TRUST REIT INC,Financials,Equity,"158,575.50",0.00,"158,575.50","24,210.00",6.55,United States,NASDAQ,USD,1.00,--
MCB,METROPOLITAN BANK HOLDING CORP,Financials,Equity,"158,583.60",0.00,"158,583.60","2,436.00",65.10,United States,New York Stock Exchange Inc.,USD,1.00,--
FULC,FULCRUM THERAPEUTICS INC,Health Care,Equity,"158,590.01",0.00,"158,590.01","22,543.00",7.04,United States,NASDAQ,USD,1.00,--
ODP,ODP CORP,Consumer Discretionary,Equity,"158,722.06",0.00,"158,722.06","8,927.00",17.78,United States,NASDAQ,USD,1.00,--
HBNC,HORIZON BANCORP INC,Financials,Equity,"156,645.50",0.00,"156,645.50","10,450.00",14.99,United States,NASDAQ,USD,1.00,--
GLRE,GREENLIGHT CAPITAL LTD CLASS A,Financials,Equity,"156,717.32",0.00,"156,717.32","10,853.00",14.44,United States,NASDAQ,USD,1.00,--
NECB,NORTHEAST COMMUNITY BANCORP INC,Financials,Equity,"156,944.84",0.00,"156,944.84","7,019.00",22.36,United States,NASDAQ,USD,1.00,--
EBTC,ENTERPRISE BANCORP INC,Financials,Equity,"157,152.96",0.00,"157,152.96","4,042.00",38.88,United States,NASDAQ,USD,1.00,--
FBIZ,FIRST BUSINESS FINANCIAL SERVICES,Financials,Equity,"157,575.60",0.00,"157,575.60","3,276.00",48.10,United States,NASDAQ,USD,1.00,--
CTRI,CENTURI HOLDINGS INC,Industrials,Equity,"157,910.60",0.00,"157,910.60","7,379.00",21.40,United States,New York Stock Exchange Inc.,USD,1.00,--
NVTS,NAVITAS SEMICONDUCTOR CORP,Information Technology,Equity,"157,914.90",0.00,"157,914.90","26,585.00",5.94,United States,NASDAQ,USD,1.00,--
DLX,DELUXE CORP,Industrials,Equity,"155,052.30",0.00,"155,052.30","10,790.00",14.37,United States,New York Stock Exchange Inc.,USD,1.00,--
MBUU,MALIBU BOATS CLASS A INC,Consumer Discretionary,Equity,"155,125.04",0.00,"155,125.04","5,048.00",30.73,United States,NASDAQ,USD,1.00,--
ARIS,ARIS WATER SOLUTIONS INC CLASS A,Energy,Equity,"155,188.08",0.00,"155,188.08","6,434.00",24.12,United States,New York Stock Exchange Inc.,USD,1.00,--
LQDT,LIQUIDITY SERVICES INC,Industrials,Equity,"155,231.20",0.00,"155,231.20","6,691.00",23.20,United States,NASDAQ,USD,1.00,--
EQBK,EQUITY BANCSHARES INC CLASS A,Financials,Equity,"155,235.64",0.00,"155,235.64","3,934.00",39.46,United States,New York Stock Exchange Inc.,USD,1.00,--
CIFR,CIPHER MINING INC,Information Technology,Equity,"155,736.03",0.00,"155,736.03","45,338.00",3.44,United States,NASDAQ,USD,1.00,--
BBUC,BROOKFIELD BUSINESS CORP CLASS A,Industrials,Equity,"155,911.63",0.00,"155,911.63","5,393.00",28.91,Canada,New York Stock Exchange Inc.,USD,1.00,--
CCRN,CROSS COUNTRY HEALTHCARE INC,Health Care,Equity,"156,406.10",0.00,"156,406.10","11,894.00",13.15,United States,NASDAQ,USD,1.00,--
WRLD,WORLD ACCEPTANCE CORP,Financials,Equity,"153,505.28",0.00,"153,505.28",976.00,157.28,United States,NASDAQ,USD,1.00,--
TIPT,TIPTREE INC,Financials,Equity,"153,993.51",0.00,"153,993.51","6,763.00",22.77,United States,NASDAQ,USD,1.00,--
HIPO,HIPPO HOLDINGS INC,Financials,Equity,"154,525.10",0.00,"154,525.10","6,346.00",24.35,United States,New York Stock Exchange Inc.,USD,1.00,--
PFIS,PEOPLES FINANCIAL SERVICES CORP,Financials,Equity,"154,753.20",0.00,"154,753.20","3,204.00",48.30,United States,NASDAQ,USD,1.00,--
ADTN,ADTRAN HOLDINGS INC,Information Technology,Equity,"152,205.40",0.00,"152,205.40","18,338.00",8.30,United States,NASDAQ,USD,1.00,--
HTBK,HERITAGE COMMERCE CORP,Financials,Equity,"152,241.00",0.00,"152,241.00","16,370.00",9.30,United States,NASDAQ,USD,1.00,--
AKBA,AKEBIA THERAPEUTICS INC,Health Care,Equity,"152,299.44",0.00,"152,299.44","44,532.00",3.42,United States,NASDAQ,USD,1.00,--
INVX,INNOVEX INTERNATIONAL INC,Energy,Equity,"152,518.73",0.00,"152,518.73","9,859.00",15.47,United States,New York Stock Exchange Inc.,USD,1.00,--
CMRE,COSTAMARE INC,Industrials,Equity,"152,650.48",0.00,"152,650.48","17,833.00",8.56,Monaco,New York Stock Exchange Inc.,USD,1.00,"Jan 01, 1970"
BXC,BLUELINX HOLDINGS INC,Industrials,Equity,"152,708.40",0.00,"152,708.40","2,259.00",67.60,United States,New York Stock Exchange Inc.,USD,1.00,--
BFST,BUSINESS FIRST BANCSHARES INC,Financials,Equity,"152,904.40",0.00,"152,904.40","6,479.00",23.60,United States,NASDAQ,USD,1.00,--
SYRE,SPYRE THERAPEUTICS INC,Health Care,Equity,"150,654.44",0.00,"150,654.44","9,092.00",16.57,United States,NASDAQ,USD,1.00,--
IIIV,I3 VERTICALS INC CLASS A,Information Technology,Equity,"150,831.14",0.00,"150,831.14","6,077.00",24.82,United States,NASDAQ,USD,1.00,--
LXU,LSB INDUSTRIES INC,Materials,Equity,"150,941.64",0.00,"150,941.64","19,302.00",7.82,United States,New York Stock Exchange Inc.,USD,1.00,--
AMAL,AMALGAMATED FINANCIAL CORP,Financials,Equity,"151,252.40",0.00,"151,252.40","5,015.00",30.16,United States,NASDAQ,USD,1.00,--
GRND,GRINDR INC,Communication,Equity,"151,252.50",0.00,"151,252.50","6,450.00",23.45,United States,New York Stock Exchange Inc.,USD,1.00,--
BYRN,BYRNA TECHNOLOGIES INC,Industrials,Equity,"151,292.57",0.00,"151,292.57","5,707.00",26.51,United States,NASDAQ,USD,1.00,--
FG,F&G ANNUITIES AND LIFE INC,Financials,Equity,"151,711.06",0.00,"151,711.06","4,658.00",32.57,United States,New York Stock Exchange Inc.,USD,1.00,--
AVNS,AVANOS MEDICAL INC,Health Care,Equity,"148,889.55",0.00,"148,889.55","11,959.00",12.45,United States,New York Stock Exchange Inc.,USD,1.00,--
AVXL,ANAVEX LIFE SCIENCES CORP,Health Care,Equity,"149,689.12",0.00,"149,689.12","19,093.00",7.84,United States,NASDAQ,USD,1.00,--
AIOT,POWERFLEET INC,Information Technology,Equity,"149,711.52",0.00,"149,711.52","31,452.00",4.76,United States,NASDAQ,USD,1.00,--
PLOW,DOUGLAS DYNAMICS INC,Industrials,Equity,"149,861.88",0.00,"149,861.88","5,418.00",27.66,United States,New York Stock Exchange Inc.,USD,1.00,--
REAL,THE REALREAL INC,Consumer Discretionary,Equity,"149,876.80",0.00,"149,876.80","26,480.00",5.66,United States,NASDAQ,USD,1.00,--
UNTY,UNITY BANCORP INC,Financials,Equity,"150,298.32",0.00,"150,298.32","3,448.00",43.59,United States,NASDAQ,USD,1.00,--
CMPO,COMPOSECURE INC CLASS A,Information Technology,Equity,"147,297.46",0.00,"147,297.46","10,666.00",13.81,United States,NASDAQ,USD,1.00,--
MPB,MID PENN BANCORP INC,Financials,Equity,"147,991.83",0.00,"147,991.83","5,549.00",26.67,United States,NASDAQ,USD,1.00,--
VVX,V2X INC,Industrials,Equity,"148,130.10",0.00,"148,130.10","3,305.00",44.82,United States,New York Stock Exchange Inc.,USD,1.00,--
SMP,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary,Equity,"148,230.40",0.00,"148,230.40","5,035.00",29.44,United States,New York Stock Exchange Inc.,USD,1.00,--
EHAB,ENHABIT INC,Health Care,Equity,"148,658.79",0.00,"148,658.79","14,253.00",10.43,United States,New York Stock Exchange Inc.,USD,1.00,--
RGR,STURM RUGER INC,Consumer Discretionary,Equity,"146,524.26",0.00,"146,524.26","4,094.00",35.79,United States,New York Stock Exchange Inc.,USD,1.00,--
GDEN,GOLDEN ENTERTAINMENT INC,Consumer Discretionary,Equity,"146,923.26",0.00,"146,923.26","5,177.00",28.38,United States,NASDAQ,USD,1.00,--
CGEM,CULLINAN THERAPEUTICS INC,Health Care,Equity,"147,024.64",0.00,"147,024.64","16,409.00",8.96,United States,NASDAQ,USD,1.00,--
MNMD,MIND MEDICINE SUBORDINATE VOTING I,Health Care,Equity,"147,163.53",0.00,"147,163.53","19,137.00",7.69,United States,NASDAQ,USD,1.00,--
GSBC,GREAT SOUTHERN BANCORP INC,Financials,Equity,"144,459.70",0.00,"144,459.70","2,555.00",56.54,United States,NASDAQ,USD,1.00,--
LYTS,LSI INDUSTRIES INC,Industrials,Equity,"144,755.00",0.00,"144,755.00","8,908.00",16.25,United States,NASDAQ,USD,1.00,--
AOSL,ALPHA AND OMEGA SEMICONDUCTOR LTD,Information Technology,Equity,"145,021.05",0.00,"145,021.05","6,319.00",22.95,United States,NASDAQ,USD,1.00,--
UHAL,U HAUL HOLDING,Industrials,Equity,"145,087.28",0.00,"145,087.28","2,287.00",63.44,United States,New York Stock Exchange Inc.,USD,1.00,--
ACEL,ACCEL ENTERTAINMENT INC CLASS A,Consumer Discretionary,Equity,"145,365.36",0.00,"145,365.36","12,887.00",11.28,United States,New York Stock Exchange Inc.,USD,1.00,--
CAC,CAMDEN NATIONAL CORP,Financials,Equity,"145,633.86",0.00,"145,633.86","3,686.00",39.51,United States,NASDAQ,USD,1.00,--
SWBI,SMITH WESSON BRANDS INC,Consumer Discretionary,Equity,"142,948.75",0.00,"142,948.75","14,875.00",9.61,United States,NASDAQ,USD,1.00,--
ORIC,ORIC PHARMACEUTICALS INC,Health Care,Equity,"143,161.20",0.00,"143,161.20","17,043.00",8.40,United States,NASDAQ,USD,1.00,--
HBCP,HOME BANCORP INC,Financials,Equity,"143,700.00",0.00,"143,700.00","2,874.00",50.00,United States,NASDAQ,USD,1.00,--
EE,EXCELERATE ENERGY INC CLASS A,Energy,Equity,"143,855.91",0.00,"143,855.91","4,829.00",29.79,United States,New York Stock Exchange Inc.,USD,1.00,--
CAL,CALERES INC,Consumer Discretionary,Equity,"141,375.52",0.00,"141,375.52","10,582.00",13.36,United States,New York Stock Exchange Inc.,USD,1.00,--
COGT,COGENT BIOSCIENCES INC,Health Care,Equity,"141,820.26",0.00,"141,820.26","24,494.00",5.79,United States,NASDAQ,USD,1.00,--
FMNB,FARMERS NATIONAL BANC CORP,Financials,Equity,"141,853.36",0.00,"141,853.36","10,714.00",13.24,United States,NASDAQ,USD,1.00,--
SITC,SITE CENTERS CORP,Real Estate,Equity,"141,977.95",0.00,"141,977.95","11,881.00",11.95,United States,New York Stock Exchange Inc.,USD,1.00,--
NABL,N ABLE INC,Information Technology,Equity,"142,280.00",0.00,"142,280.00","17,785.00",8.00,United States,New York Stock Exchange Inc.,USD,1.00,--
KREF,KKR REAL ESTATE FINANCE INC TRUST,Financials,Equity,"142,308.00",0.00,"142,308.00","15,812.00",9.00,United States,New York Stock Exchange Inc.,USD,1.00,--
NFBK,NORTHFIELD BANCORP INC,Financials,Equity,"142,386.28",0.00,"142,386.28","12,149.00",11.72,United States,NASDAQ,USD,1.00,--
CASS,CASS INFORMATION SYSTEMS INC,Financials,Equity,"142,509.02",0.00,"142,509.02","3,371.00",42.27,United States,NASDAQ,USD,1.00,--
THFF,FIRST FINANCIAL CORPORATION CORP,Financials,Equity,"142,595.66",0.00,"142,595.66","2,771.00",51.46,United States,NASDAQ,USD,1.00,--
SNCY,SUN COUNTRY AIRLINES HOLDINGS INC,Industrials,Equity,"142,692.90",0.00,"142,692.90","11,991.00",11.90,United States,NASDAQ,USD,1.00,--
CLB,CORE LABORATORIES INC,Energy,Equity,"140,083.11",0.00,"140,083.11","12,213.00",11.47,United States,New York Stock Exchange Inc.,USD,1.00,--
GOOD,GLADSTONE COMMERCIAL REIT CORP,Real Estate,Equity,"140,563.00",0.00,"140,563.00","9,694.00",14.50,United States,NASDAQ,USD,1.00,--
STGW,STAGWELL INC CLASS A,Communication,Equity,"140,771.43",0.00,"140,771.43","33,597.00",4.19,United States,NASDAQ,USD,1.00,--
ACIC,AMERICAN COASTAL INSURANCE CORP,Financials,Equity,"140,781.16",0.00,"140,781.16","11,771.00",11.96,United States,NASDAQ,USD,1.00,--
EXPI,EXP WORLD HOLDINGS INC,Real Estate,Equity,"140,977.75",0.00,"140,977.75","16,075.00",8.77,United States,NASDAQ,USD,1.00,--
INGM,INGRAM MICRO HOLDING CORP,Information Technology,Equity,"141,106.16",0.00,"141,106.16","7,334.00",19.24,United States,New York Stock Exchange Inc.,USD,1.00,--
PRSU,PURSUIT ATTRACTIONS AND HOSPITALIT,Consumer Discretionary,Equity,"138,272.90",0.00,"138,272.90","4,990.00",27.71,United States,New York Stock Exchange Inc.,USD,1.00,--
HOV,HOVNANIAN ENTERPRISES INC CLASS A,Consumer Discretionary,Equity,"138,576.42",0.00,"138,576.42","1,514.00",91.53,United States,New York Stock Exchange Inc.,USD,1.00,--
PDFS,PDF SOLUTIONS INC,Information Technology,Equity,"138,642.12",0.00,"138,642.12","7,478.00",18.54,United States,NASDAQ,USD,1.00,--
BHB,BAR HARBOR BANKSHARES,Financials,Equity,"138,881.24",0.00,"138,881.24","4,766.00",29.14,United States,Nyse Mkt Llc,USD,1.00,--
CODI,COMPASS DIVERSIFIED,Financials,Equity,"139,556.00",0.00,"139,556.00","20,080.00",6.95,United States,New York Stock Exchange Inc.,USD,1.00,--
MLAB,MESA LABORATORIES INC,Health Care,Equity,"136,663.80",0.00,"136,663.80","1,365.00",100.12,United States,NASDAQ,USD,1.00,--
VTS,VITESSE ENERGY INC,Energy,Equity,"136,842.21",0.00,"136,842.21","6,309.00",21.69,United States,New York Stock Exchange Inc.,USD,1.00,--
NAT,NORDIC AMERICAN TANKERS LTD,Energy,Equity,"137,362.16",0.00,"137,362.16","51,064.00",2.69,United States,New York Stock Exchange Inc.,USD,1.00,--
MTUS,METALLUS INC,Materials,Equity,"137,450.93",0.00,"137,450.93","9,953.00",13.81,United States,New York Stock Exchange Inc.,USD,1.00,--
GDYN,GRID DYNAMICS HOLDINGS INC CLASS A,Information Technology,Equity,"137,651.04",0.00,"137,651.04","11,246.00",12.24,United States,NASDAQ,USD,1.00,--
DGICA,DONEGAL GROUP INC CLASS A,Financials,Equity,"137,705.64",0.00,"137,705.64","6,906.00",19.94,United States,NASDAQ,USD,1.00,--
OPK,OPKO HEALTH INC,Health Care,Equity,"137,706.06",0.00,"137,706.06","99,787.00",1.38,United States,NASDAQ,USD,1.00,--
MLR,MILLER INDUSTRIES INC,Industrials,Equity,"137,727.39",0.00,"137,727.39","3,021.00",45.59,United States,New York Stock Exchange Inc.,USD,1.00,--
CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,Equity,"138,077.72",0.00,"138,077.72","6,572.00",21.01,United States,New York Stock Exchange Inc.,USD,1.00,--
LIND,LINDBLAD EXPEDITIONS HOLDINGS INC,Consumer Discretionary,Equity,"135,182.24",0.00,"135,182.24","12,368.00",10.93,United States,NASDAQ,USD,1.00,--
XNCR,XENCOR INC,Health Care,Equity,"135,290.28",0.00,"135,290.28","14,802.00",9.14,United States,NASDAQ,USD,1.00,--
UWMC,UWM HOLDINGS CORP CLASS A,Financials,Equity,"135,313.16",0.00,"135,313.16","32,843.00",4.12,United States,New York Stock Exchange Inc.,USD,1.00,--
BATRA,ATLANTA BRAVES HOLDINGS INC SERIES,Communication,Equity,"135,459.00",0.00,"135,459.00","3,114.00",43.50,United States,NASDAQ,USD,1.00,--
PRTH,PRIORITY TECHNOLOGY HOLDINGS INC,Financials,Equity,"135,754.86",0.00,"135,754.86","15,658.00",8.67,United States,NASDAQ,USD,1.00,--
FRPH,FRP HOLDINGS INC,Real Estate,Equity,"135,773.36",0.00,"135,773.36","4,988.00",27.22,United States,NASDAQ,USD,1.00,--
PUBM,PUBMATIC INC CLASS A,Communication,Equity,"135,811.64",0.00,"135,811.64","11,252.00",12.07,United States,NASDAQ,USD,1.00,--
FRBA,FIRST BANK,Financials,Equity,"135,966.00",0.00,"135,966.00","9,300.00",14.62,United States,NASDAQ,USD,1.00,--
TREE,LENDINGTREE INC,Financials,Equity,"136,139.64",0.00,"136,139.64","3,836.00",35.49,United States,NASDAQ,USD,1.00,--
GDOT,GREEN DOT CORP CLASS A,Financials,Equity,"136,283.28",0.00,"136,283.28","14,108.00",9.66,United States,New York Stock Exchange Inc.,USD,1.00,--
CARE,CARTER BANKSHARES INC,Financials,Equity,"136,453.40",0.00,"136,453.40","8,230.00",16.58,United States,NASDAQ,USD,1.00,--
PRAA,PRA GROUP INC,Financials,Equity,"136,485.30",0.00,"136,485.30","9,465.00",14.42,United States,NASDAQ,USD,1.00,--
PGC,PEAPACK GLADSTONE FINANCIAL CORP,Financials,Equity,"133,950.88",0.00,"133,950.88","4,808.00",27.86,United States,NASDAQ,USD,1.00,--
EGBN,EAGLE BANCORP INC,Financials,Equity,"134,263.62",0.00,"134,263.62","7,743.00",17.34,United States,NASDAQ,USD,1.00,--
MNRO,MONRO INC,Consumer Discretionary,Equity,"134,707.15",0.00,"134,707.15","8,341.00",16.15,United States,NASDAQ,USD,1.00,--
TRC,TEJON RANCH,Real Estate,Equity,"132,433.78",0.00,"132,433.78","8,366.00",15.83,United States,New York Stock Exchange Inc.,USD,1.00,--
ZIP,ZIPRECRUITER INC CLASS A,Communication,Equity,"132,681.12",0.00,"132,681.12","21,263.00",6.24,United States,New York Stock Exchange Inc.,USD,1.00,--
SMBC,SOUTHERN MISSOURI BANCORP INC,Financials,Equity,"133,031.28",0.00,"133,031.28","2,532.00",52.54,United States,NASDAQ,USD,1.00,--
AMTB,AMERANT BANCORP INC CLASS A,Financials,Equity,"133,067.16",0.00,"133,067.16","7,674.00",17.34,United States,New York Stock Exchange Inc.,USD,1.00,--
FWRD,FORWARD AIR CORP,Industrials,Equity,"130,625.39",0.00,"130,625.39","7,261.00",17.99,United States,NASDAQ,USD,1.00,--
UHT,UNIVERSAL HEALTH REALTY INCOME TRU,Real Estate,Equity,"130,670.48",0.00,"130,670.48","3,209.00",40.72,United States,New York Stock Exchange Inc.,USD,1.00,--
CIVB,CIVISTA BANCSHARES INC,Financials,Equity,"130,878.24",0.00,"130,878.24","5,968.00",21.93,United States,NASDAQ,USD,1.00,--
ACNB,ACNB CORP,Financials,Equity,"131,351.22",0.00,"131,351.22","3,159.00",41.58,United States,NASDAQ,USD,1.00,--
AXL,AMERICAN AXLE AND MANUFACTURING HO,Consumer Discretionary,Equity,"131,353.20",0.00,"131,353.20","29,853.00",4.40,United States,New York Stock Exchange Inc.,USD,1.00,--
BCAL,CALIFORNIA BANCORP,Financials,Equity,"131,852.29",0.00,"131,852.29","8,867.00",14.87,United States,NASDAQ,USD,1.00,--
MCW,MISTER CAR WASH INC,Consumer Discretionary,Equity,"131,977.93",0.00,"131,977.93","20,027.00",6.59,United States,NASDAQ,USD,1.00,--
OMI,OWENS & MINOR INC,Health Care,Equity,"129,270.87",0.00,"129,270.87","19,323.00",6.69,United States,New York Stock Exchange Inc.,USD,1.00,--
ONIT,ONITY GROUP INC,Financials,Equity,"129,365.76",0.00,"129,365.76","3,426.00",37.76,United States,New York Stock Exchange Inc.,USD,1.00,--
FOR,FORESTAR GROUP INC,Real Estate,Equity,"129,387.02",0.00,"129,387.02","6,538.00",19.79,United States,New York Stock Exchange Inc.,USD,1.00,--
CLFD,CLEARFIELD INC,Information Technology,Equity,"129,446.40",0.00,"129,446.40","3,371.00",38.40,United States,NASDAQ,USD,1.00,--
CLW,CLEARWATER PAPER CORP,Materials,Equity,"129,817.22",0.00,"129,817.22","4,478.00",28.99,United States,New York Stock Exchange Inc.,USD,1.00,--
VEL,VELOCITY FINANCIAL INC,Financials,Equity,"130,045.41",0.00,"130,045.41","7,727.00",16.83,United States,New York Stock Exchange Inc.,USD,1.00,--
