Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date
SF,STIFEL FINANCIAL CORP,Financials,Equity,"2,417,479.68",0.02,"2,417,479.68","25,696.00",94.08,United States,New York Stock Exchange Inc.,USD,1.00,--
OGE,OGE ENERGY CORP,Utilities,Equity,"2,415,946.40",0.02,"2,415,946.40","54,610.00",44.24,United States,New York Stock Exchange Inc.,USD,1.00,--
HAS,HASBRO INC,Consumer Discretionary,Equity,"2,416,235.84",0.02,"2,416,235.84","36,788.00",65.68,United States,NASDAQ,USD,1.00,--
RRC,RANGE RESOURCES CORP,Energy,Equity,"2,412,047.36",0.02,"2,412,047.36","61,784.00",39.04,United States,New York Stock Exchange Inc.,USD,1.00,--
ROKU,ROKU INC CLASS A,Communication,Equity,"2,412,315.23",0.02,"2,412,315.23","33,059.00",72.97,United States,NASDAQ,USD,1.00,--
AIT,APPLIED INDUSTRIAL TECHNOLOGIES IN,Industrials,Equity,"2,409,124.74",0.02,"2,409,124.74","10,474.00",230.01,United States,New York Stock Exchange Inc.,USD,1.00,--
WBS,WEBSTER FINANCIAL CORP,Financials,Equity,"2,406,942.04",0.02,"2,406,942.04","46,234.00",52.06,United States,New York Stock Exchange Inc.,USD,1.00,--
HLI,HOULIHAN LOKEY INC CLASS A,Financials,Equity,"2,403,582.90",0.02,"2,403,582.90","13,705.00",175.38,United States,New York Stock Exchange Inc.,USD,1.00,--
AFG,AMERICAN FINANCIAL GROUP INC,Financials,Equity,"2,401,561.05",0.02,"2,401,561.05","19,285.00",124.53,United States,New York Stock Exchange Inc.,USD,1.00,--
PRI,PRIMERICA INC,Financials,Equity,"2,397,912.00",0.02,"2,397,912.00","8,800.00",272.49,United States,New York Stock Exchange Inc.,USD,1.00,--
HRL,HORMEL FOODS CORP,Consumer Staples,Equity,"2,392,324.95",0.02,"2,392,324.95","77,547.00",30.85,United States,New York Stock Exchange Inc.,USD,1.00,--
MRNA,MODERNA INC,Health Care,Equity,"2,378,116.53",0.02,"2,378,116.53","85,513.00",27.81,United States,NASDAQ,USD,1.00,--
ALSN,ALLISON TRANSMISSION HOLDINGS INC,Industrials,Equity,"2,378,280.84",0.02,"2,378,280.84","22,983.00",103.48,United States,New York Stock Exchange Inc.,USD,1.00,--
ORI,OLD REPUBLIC INTERNATIONAL CORP,Financials,Equity,"2,373,628.32",0.02,"2,373,628.32","62,202.00",38.16,United States,New York Stock Exchange Inc.,USD,1.00,--
HQY,HEALTHEQUITY INC,Health Care,Equity,"2,364,897.92",0.02,"2,364,897.92","22,792.00",103.76,United States,NASDAQ,USD,1.00,--
ACI,ALBERTSONS COMPANY INC CLASS A,Consumer Staples,Equity,"2,361,283.60",0.02,"2,361,283.60","109,420.00",21.58,United States,New York Stock Exchange Inc.,USD,1.00,--
PLNT,PLANET FITNESS INC CLASS A,Consumer Discretionary,Equity,"2,352,627.11",0.02,"2,352,627.11","22,357.00",105.23,United States,New York Stock Exchange Inc.,USD,1.00,--
PR,PERMIAN RESOURCES CORP CLASS A,Energy,Equity,"2,347,689.40",0.02,"2,347,689.40","176,518.00",13.30,United States,New York Stock Exchange Inc.,USD,1.00,--
CR,CRANE,Industrials,Equity,"2,345,669.07",0.02,"2,345,669.07","13,443.00",174.49,United States,New York Stock Exchange Inc.,USD,1.00,--
RRX,REGAL REXNORD CORP,Industrials,Equity,"2,339,716.00",0.02,"2,339,716.00","17,200.00",136.03,United States,New York Stock Exchange Inc.,USD,1.00,--
HSIC,HENRY SCHEIN INC,Health Care,Equity,"2,340,595.19",0.02,"2,340,595.19","33,167.00",70.57,United States,NASDAQ,USD,1.00,--
MSFUT,CASH COLLATERAL MSFUT USD,Cash and/or Derivatives,Cash Collateral and Margins,"2,338,459.03",0.02,"2,338,459.03","2,338,459.00",100.00,United States,--,USD,1.00,"Feb 01, 2009"
SSB,SOUTHSTATE CORP,Financials,Equity,"2,333,805.16",0.02,"2,333,805.16","26,332.00",88.63,United States,New York Stock Exchange Inc.,USD,1.00,--
AVTR,AVANTOR INC,Health Care,Equity,"2,331,100.50",0.02,"2,331,100.50","177,270.00",13.15,United States,New York Stock Exchange Inc.,USD,1.00,--
KD,KYNDRYL HOLDINGS INC,Information Technology,Equity,"2,322,627.00",0.02,"2,322,627.00","58,475.00",39.72,United States,New York Stock Exchange Inc.,USD,1.00,--
JEF,JEFFERIES FINANCIAL GROUP INC,Financials,Equity,"2,315,909.64",0.02,"2,315,909.64","47,014.00",49.26,United States,New York Stock Exchange Inc.,USD,1.00,--
BLD,TOPBUILD CORP,Consumer Discretionary,Equity,"2,287,862.20",0.01,"2,287,862.20","7,985.00",286.52,United States,New York Stock Exchange Inc.,USD,1.00,--
DAY,DAYFORCE INC,Industrials,Equity,"2,283,689.24",0.01,"2,283,689.24","38,746.00",58.94,United States,New York Stock Exchange Inc.,USD,1.00,--
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Communication,Equity,"2,275,514.68",0.01,"2,275,514.68","98,678.00",23.06,United States,New York Stock Exchange Inc.,USD,1.00,--
PCTY,PAYLOCITY HOLDING CORP,Industrials,Equity,"2,274,908.16",0.01,"2,274,908.16","11,928.00",190.72,United States,NASDAQ,USD,1.00,--
MLI,MUELLER INDUSTRIES INC,Industrials,Equity,"2,267,033.39",0.01,"2,267,033.39","28,817.00",78.67,United States,New York Stock Exchange Inc.,USD,1.00,--
SEIC,SEI INVESTMENTS,Financials,Equity,"2,262,666.13",0.01,"2,262,666.13","26,629.00",84.97,United States,NASDAQ,USD,1.00,--
FN,FABRINET,Information Technology,Equity,"2,244,943.33",0.01,"2,244,943.33","9,359.00",239.87,United States,New York Stock Exchange Inc.,USD,1.00,--
AYI,ACUITY INC,Industrials,Equity,"2,240,047.25",0.01,"2,240,047.25","8,477.00",264.25,United States,New York Stock Exchange Inc.,USD,1.00,--
DCI,DONALDSON INC,Industrials,Equity,"2,240,838.60",0.01,"2,240,838.60","32,340.00",69.29,United States,New York Stock Exchange Inc.,USD,1.00,--
LAD,LITHIA MOTORS INC CLASS A,Consumer Discretionary,Equity,"2,235,758.80",0.01,"2,235,758.80","6,985.00",320.08,United States,New York Stock Exchange Inc.,USD,1.00,--
ENSG,ENSIGN GROUP INC,Health Care,Equity,"2,230,378.41",0.01,"2,230,378.41","14,807.00",150.63,United States,NASDAQ,USD,1.00,--
EVR,EVERCORE INC CLASS A,Financials,Equity,"2,221,943.40",0.01,"2,221,943.40","9,423.00",235.80,United States,New York Stock Exchange Inc.,USD,1.00,--
BRBR,BELLRING BRANDS INC,Consumer Staples,Equity,"2,222,510.11",0.01,"2,222,510.11","35,183.00",63.17,United States,New York Stock Exchange Inc.,USD,1.00,--
CHE,CHEMED CORP,Health Care,Equity,"2,216,721.00",0.01,"2,216,721.00","3,900.00",568.39,United States,New York Stock Exchange Inc.,USD,1.00,--
MORN,MORNINGSTAR INC,Financials,Equity,"2,206,310.34",0.01,"2,206,310.34","7,158.00",308.23,United States,NASDAQ,USD,1.00,--
NXT,NEXTRACKER INC CLASS A,Industrials,Equity,"2,205,269.30",0.01,"2,205,269.30","38,035.00",57.98,United States,NASDAQ,USD,1.00,--
AXS,AXIS CAPITAL HOLDINGS LTD,Financials,Equity,"2,200,592.16",0.01,"2,200,592.16","20,982.00",104.88,United States,New York Stock Exchange Inc.,USD,1.00,--
EGP,EASTGROUP PROPERTIES REIT INC,Real Estate,Equity,"2,195,690.72",0.01,"2,195,690.72","12,944.00",169.63,United States,New York Stock Exchange Inc.,USD,1.00,--
COOP,MR COOPER GROUP INC,Financials,Equity,"2,195,579.15",0.01,"2,195,579.15","16,685.00",131.59,United States,NASDAQ,USD,1.00,--
PNFP,PINNACLE FINANCIAL PARTNERS INC,Financials,Equity,"2,167,914.46",0.01,"2,167,914.46","20,077.00",107.98,United States,NASDAQ,USD,1.00,--
U,UNITY SOFTWARE INC,Information Technology,Equity,"2,162,495.60",0.01,"2,162,495.60","82,538.00",26.20,United States,New York Stock Exchange Inc.,USD,1.00,--
SKX,SKECHERS USA INC CLASS A,Consumer Discretionary,Equity,"2,143,774.00",0.01,"2,143,774.00","34,577.00",62.00,United States,New York Stock Exchange Inc.,USD,1.00,--
LW,LAMB WESTON HOLDINGS INC,Consumer Staples,Equity,"2,138,340.37",0.01,"2,138,340.37","38,411.00",55.67,United States,New York Stock Exchange Inc.,USD,1.00,--
HRB,H&R BLOCK INC,Consumer Discretionary,Equity,"2,136,135.51",0.01,"2,136,135.51","36,261.00",58.91,United States,New York Stock Exchange Inc.,USD,1.00,--
BPMC,BLUEPRINT MEDICINES CORP,Health Care,Equity,"2,134,620.40",0.01,"2,134,620.40","16,729.00",127.60,United States,NASDAQ,USD,1.00,--
WBA,WALGREEN BOOTS ALLIANCE INC,Consumer Staples,Equity,"2,128,960.94",0.01,"2,128,960.94","189,578.00",11.23,United States,NASDAQ,USD,1.00,--
MKTX,MARKETAXESS HOLDINGS INC,Financials,Equity,"2,125,810.25",0.01,"2,125,810.25","9,899.00",214.75,United States,NASDAQ,USD,1.00,--
TTC,TORO,Industrials,Equity,"2,121,995.59",0.01,"2,121,995.59","27,677.00",76.67,United States,New York Stock Exchange Inc.,USD,1.00,--
FRT,FEDERAL REALTY INVESTMENT TRUST RE,Real Estate,Equity,"2,112,108.00",0.01,"2,112,108.00","22,200.00",95.14,United States,New York Stock Exchange Inc.,USD,1.00,--
SCCO,SOUTHERN COPPER CORP,Materials,Equity,"2,110,480.00",0.01,"2,110,480.00","22,816.00",92.50,Peru,New York Stock Exchange Inc.,USD,1.00,--
MIDD,MIDDLEBY CORP,Industrials,Equity,"2,108,620.92",0.01,"2,108,620.92","14,259.00",147.88,United States,NASDAQ,USD,1.00,--
WMS,ADVANCED DRAINAGE SYSTEMS INC,Industrials,Equity,"2,100,405.58",0.01,"2,100,405.58","18,967.00",110.74,United States,New York Stock Exchange Inc.,USD,1.00,--
MTSI,MACOM TECHNOLOGY SOLUTIONS INC,Information Technology,Equity,"2,094,966.04",0.01,"2,094,966.04","16,514.00",126.86,United States,NASDAQ,USD,1.00,--
CART,MAPLEBEAR INC,Consumer Staples,Equity,"2,095,418.52",0.01,"2,095,418.52","45,513.00",46.04,United States,NASDAQ,USD,1.00,--
CBSH,COMMERCE BANCSHARES INC,Financials,Equity,"2,096,116.20",0.01,"2,096,116.20","33,114.00",63.30,United States,NASDAQ,USD,1.00,--
AGNC,AGNC INVESTMENT REIT CORP,Financials,Equity,"2,093,887.87",0.01,"2,093,887.87","232,913.00",8.99,United States,NASDAQ,USD,1.00,--
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,Consumer Discretionary,Equity,"2,089,074.96",0.01,"2,089,074.96","114,282.00",18.28,United States,New York Stock Exchange Inc.,USD,1.00,--
MUSA,MURPHY USA INC,Consumer Discretionary,Equity,"2,084,394.40",0.01,"2,084,394.40","4,880.00",427.13,United States,New York Stock Exchange Inc.,USD,1.00,--
XP,XP CLASS A INC,Financials,Equity,"2,085,284.88",0.01,"2,085,284.88","107,934.00",19.32,Brazil,NASDAQ,USD,1.00,--
MTCH,MATCH GROUP INC,Communication,Equity,"2,079,180.39",0.01,"2,079,180.39","68,293.00",30.45,United States,NASDAQ,USD,1.00,--
IONQ,IONQ INC,Information Technology,Equity,"2,075,215.68",0.01,"2,075,215.68","52,128.00",39.81,United States,New York Stock Exchange Inc.,USD,1.00,--
WTFC,WINTRUST FINANCIAL CORP,Financials,Equity,"2,074,519.38",0.01,"2,074,519.38","16,957.00",122.34,United States,NASDAQ,USD,1.00,--
CVLT,COMMVAULT SYSTEMS INC,Information Technology,Equity,"2,071,894.68",0.01,"2,071,894.68","11,307.00",183.24,United States,NASDAQ,USD,1.00,--
EAT,BRINKER INTERNATIONAL INC,Consumer Discretionary,Equity,"2,069,051.60",0.01,"2,069,051.60","11,935.00",173.36,United States,New York Stock Exchange Inc.,USD,1.00,--
CMA,COMERICA INC,Financials,Equity,"2,063,558.09",0.01,"2,063,558.09","35,597.00",57.97,United States,New York Stock Exchange Inc.,USD,1.00,--
PRMB,PRIMO BRANDS CLASS A CORP,Consumer Staples,Equity,"2,060,053.72",0.01,"2,060,053.72","64,619.00",31.88,United States,New York Stock Exchange Inc.,USD,1.00,--
MEDP,MEDPACE HOLDINGS INC,Health Care,Equity,"2,060,769.31",0.01,"2,060,769.31","6,733.00",306.07,United States,NASDAQ,USD,1.00,--
BROS,DUTCH BROS INC CLASS A,Consumer Discretionary,Equity,"2,055,607.20",0.01,"2,055,607.20","29,034.00",70.80,United States,New York Stock Exchange Inc.,USD,1.00,--
CFR,CULLEN FROST BANKERS INC,Financials,Equity,"2,049,435.50",0.01,"2,049,435.50","16,030.00",127.85,United States,New York Stock Exchange Inc.,USD,1.00,--
QRVO,QORVO INC,Information Technology,Equity,"2,049,663.60",0.01,"2,049,663.60","25,860.00",79.26,United States,NASDAQ,USD,1.00,--
WAL,WESTERN ALLIANCE,Financials,Equity,"2,049,793.90",0.01,"2,049,793.90","27,995.00",73.22,United States,New York Stock Exchange Inc.,USD,1.00,--
AZEK,AZEK COMPANY INC CLASS A,Industrials,Equity,"2,032,454.49",0.01,"2,032,454.49","39,229.00",51.81,United States,New York Stock Exchange Inc.,USD,1.00,--
BMI,BADGER METER INC,Information Technology,Equity,"2,032,851.66",0.01,"2,032,851.66","7,998.00",254.17,United States,New York Stock Exchange Inc.,USD,1.00,--
NFG,NATIONAL FUEL GAS,Utilities,Equity,"2,033,774.60",0.01,"2,033,774.60","24,310.00",83.66,United States,New York Stock Exchange Inc.,USD,1.00,--
UGI,UGI CORP,Utilities,Equity,"2,025,193.52",0.01,"2,025,193.52","55,852.00",36.26,United States,New York Stock Exchange Inc.,USD,1.00,--
TECH,BIO TECHNE CORP,Health Care,Equity,"2,025,443.16",0.01,"2,025,443.16","41,522.00",48.78,United States,NASDAQ,USD,1.00,--
AOS,A O SMITH CORP,Industrials,Equity,"2,017,216.00",0.01,"2,017,216.00","31,519.00",64.00,United States,New York Stock Exchange Inc.,USD,1.00,--
FND,FLOOR DECOR HOLDINGS INC CLASS A,Consumer Discretionary,Equity,"2,015,546.40",0.01,"2,015,546.40","27,580.00",73.08,United States,New York Stock Exchange Inc.,USD,1.00,--
ADC,AGREE REALTY REIT CORP,Real Estate,Equity,"2,015,767.02",0.01,"2,015,767.02","26,974.00",74.73,United States,New York Stock Exchange Inc.,USD,1.00,--
REXR,REXFORD INDUSTRIAL REALTY REIT INC,Real Estate,Equity,"2,013,068.91",0.01,"2,013,068.91","56,531.00",35.61,United States,New York Stock Exchange Inc.,USD,1.00,--
BRX,BRIXMOR PROPERTY GROUP REIT INC,Real Estate,Equity,"2,006,718.50",0.01,"2,006,718.50","79,474.00",25.25,United States,New York Stock Exchange Inc.,USD,1.00,--
NNN,NNN REIT INC,Real Estate,Equity,"2,007,098.64",0.01,"2,007,098.64","48,294.00",41.56,United States,New York Stock Exchange Inc.,USD,1.00,--
BPOP,POPULAR INC,Financials,Equity,"2,002,387.45",0.01,"2,002,387.45","19,007.00",105.35,United States,NASDAQ,USD,1.00,--
WCC,WESCO INTERNATIONAL INC,Industrials,Equity,"1,997,631.30",0.01,"1,997,631.30","11,535.00",173.18,United States,New York Stock Exchange Inc.,USD,1.00,--
G,GENPACT LTD,Industrials,Equity,"1,996,898.28",0.01,"1,996,898.28","46,722.00",42.74,United States,New York Stock Exchange Inc.,USD,1.00,--
LNW,LIGHT WONDER INC,Consumer Discretionary,Equity,"1,987,912.92",0.01,"1,987,912.92","23,412.00",84.91,United States,NASDAQ,USD,1.00,--
CWST,CASELLA WASTE SYSTEMS INC CLASS A,Industrials,Equity,"1,984,837.53",0.01,"1,984,837.53","17,121.00",115.93,United States,NASDAQ,USD,1.00,--
AAL,AMERICAN AIRLINES GROUP INC,Industrials,Equity,"1,982,738.61",0.01,"1,982,738.61","172,863.00",11.47,United States,NASDAQ,USD,1.00,--
GNRC,GENERAC HOLDINGS INC,Industrials,Equity,"1,958,451.39",0.01,"1,958,451.39","15,393.00",127.23,United States,New York Stock Exchange Inc.,USD,1.00,--
FLR,FLUOR CORP,Industrials,Equity,"1,945,130.31",0.01,"1,945,130.31","44,829.00",43.39,United States,New York Stock Exchange Inc.,USD,1.00,--
MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,Equity,"1,935,337.80",0.01,"1,935,337.80","60,555.00",31.96,United States,New York Stock Exchange Inc.,USD,1.00,--
ESTC,ELASTIC NV,Information Technology,Equity,"1,932,612.77",0.01,"1,932,612.77","23,087.00",83.71,United States,New York Stock Exchange Inc.,USD,1.00,--
AES,AES CORP,Utilities,Equity,"1,926,877.94",0.01,"1,926,877.94","187,622.00",10.27,United States,New York Stock Exchange Inc.,USD,1.00,--
SPXC,SPX TECHNOLOGIES INC,Industrials,Equity,"1,923,103.40",0.01,"1,923,103.40","12,170.00",158.02,United States,New York Stock Exchange Inc.,USD,1.00,--
BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS I,Consumer Discretionary,Equity,"1,900,835.28",0.01,"1,900,835.28","14,841.00",128.08,United States,New York Stock Exchange Inc.,USD,1.00,--
ZION,ZIONS BANCORPORATION,Financials,Equity,"1,890,821.00",0.01,"1,890,821.00","39,188.00",48.25,United States,NASDAQ,USD,1.00,--
CRL,CHARLES RIVER LABORATORIES INTERNA,Health Care,Equity,"1,891,080.95",0.01,"1,891,080.95","13,655.00",138.49,United States,New York Stock Exchange Inc.,USD,1.00,--
RYAN,RYAN SPECIALTY HOLDINGS INC CLASS,Financials,Equity,"1,887,102.92",0.01,"1,887,102.92","26,549.00",71.08,United States,New York Stock Exchange Inc.,USD,1.00,--
SAIA,SAIA INC,Industrials,Equity,"1,881,557.79",0.01,"1,881,557.79","7,021.00",267.99,United States,NASDAQ,USD,1.00,--
OLED,UNIVERSAL DISPLAY CORP,Information Technology,Equity,"1,876,699.68",0.01,"1,876,699.68","12,498.00",150.16,United States,NASDAQ,USD,1.00,--
SLM,SLM CORP,Financials,Equity,"1,877,577.57",0.01,"1,877,577.57","57,471.00",32.67,United States,NASDAQ,USD,1.00,--
PCOR,PROCORE TECHNOLOGIES INC,Information Technology,Equity,"1,875,486.34",0.01,"1,875,486.34","27,851.00",67.34,United States,New York Stock Exchange Inc.,USD,1.00,--
KBR,KBR INC,Industrials,Equity,"1,876,423.08",0.01,"1,876,423.08","36,092.00",51.99,United States,New York Stock Exchange Inc.,USD,1.00,--
EXLS,EXLSERVICE HOLDINGS INC,Industrials,Equity,"1,870,497.20",0.01,"1,870,497.20","40,105.00",46.64,United States,NASDAQ,USD,1.00,--
MASI,MASIMO CORP,Health Care,Equity,"1,866,842.85",0.01,"1,866,842.85","11,395.00",163.83,United States,NASDAQ,USD,1.00,--
KNX,KNIGHT-SWIFT TRANSPORTATION HOLDIN,Industrials,Equity,"1,865,848.26",0.01,"1,865,848.26","41,667.00",44.78,United States,New York Stock Exchange Inc.,USD,1.00,--
AWI,ARMSTRONG WORLD INDUSTRIES INC,Industrials,Equity,"1,862,460.60",0.01,"1,862,460.60","12,012.00",155.05,United States,New York Stock Exchange Inc.,USD,1.00,--
UMBF,UMB FINANCIAL CORP,Financials,Equity,"1,853,752.10",0.01,"1,853,752.10","17,902.00",103.55,United States,NASDAQ,USD,1.00,--
BWA,BORGWARNER INC,Consumer Discretionary,Equity,"1,852,959.81",0.01,"1,852,959.81","56,787.00",32.63,United States,New York Stock Exchange Inc.,USD,1.00,--
OLLI,OLLIES BARGAIN OUTLET HOLDINGS INC,Consumer Discretionary,Equity,"1,849,785.30",0.01,"1,849,785.30","16,830.00",109.91,United States,NASDAQ,USD,1.00,--
ESAB,ESAB CORP,Industrials,Equity,"1,847,376.81",0.01,"1,847,376.81","14,967.00",123.43,United States,New York Stock Exchange Inc.,USD,1.00,--
AXTA,AXALTA COATING SYSTEMS LTD,Materials,Equity,"1,842,831.25",0.01,"1,842,831.25","60,125.00",30.65,United States,New York Stock Exchange Inc.,USD,1.00,--
AA,ALCOA CORP,Materials,Equity,"1,831,921.80",0.01,"1,831,921.80","66,230.00",27.66,United States,New York Stock Exchange Inc.,USD,1.00,--
CELH,CELSIUS HOLDINGS INC,Consumer Staples,Equity,"1,825,161.12",0.01,"1,825,161.12","46,584.00",39.18,United States,NASDAQ,USD,1.00,--
ETSY,ETSY INC,Consumer Discretionary,Equity,"1,826,106.80",0.01,"1,826,106.80","30,334.00",60.20,United States,NASDAQ,USD,1.00,--
SSD,SIMPSON MANUFACTURING INC,Industrials,Equity,"1,823,325.00",0.01,"1,823,325.00","11,500.00",158.55,United States,New York Stock Exchange Inc.,USD,1.00,--
VNO,VORNADO REALTY TRUST REIT,Real Estate,Equity,"1,820,887.58",0.01,"1,820,887.58","46,918.00",38.81,United States,New York Stock Exchange Inc.,USD,1.00,--
PARA,PARAMOUNT GLOBAL CLASS B,Communication,Equity,"1,817,016.92",0.01,"1,817,016.92","151,292.00",12.01,United States,NASDAQ,USD,1.00,--
OSK,OSHKOSH CORP,Industrials,Equity,"1,812,468.96",0.01,"1,812,468.96","17,712.00",102.33,United States,New York Stock Exchange Inc.,USD,1.00,--
MTG,MGIC INVESTMENT CORP,Financials,Equity,"1,809,039.21",0.01,"1,809,039.21","68,343.00",26.47,United States,New York Stock Exchange Inc.,USD,1.00,--
RGEN,REPLIGEN CORP,Health Care,Equity,"1,804,422.00",0.01,"1,804,422.00","14,505.00",124.40,United States,NASDAQ,USD,1.00,--
GTLS,CHART INDUSTRIES INC,Industrials,Equity,"1,802,213.27",0.01,"1,802,213.27","11,153.00",161.59,United States,New York Stock Exchange Inc.,USD,1.00,--
SNV,SYNOVUS FINANCIAL CORP,Financials,Equity,"1,801,208.56",0.01,"1,801,208.56","37,192.00",48.43,United States,New York Stock Exchange Inc.,USD,1.00,--
JAZZ,JAZZ PHARMACEUTICALS PLC,Health Care,Equity,"1,798,436.64",0.01,"1,798,436.64","16,302.00",110.32,United States,NASDAQ,USD,1.00,--
EXP,EAGLE MATERIALS INC,Materials,Equity,"1,796,781.00",0.01,"1,796,781.00","8,925.00",201.32,United States,New York Stock Exchange Inc.,USD,1.00,--
APA,APA CORP,Energy,Equity,"1,795,465.98",0.01,"1,795,465.98","98,274.00",18.27,United States,NASDAQ,USD,1.00,--
CHDN,CHURCHILL DOWNS INC,Consumer Discretionary,Equity,"1,794,050.12",0.01,"1,794,050.12","19,108.00",93.89,United States,NASDAQ,USD,1.00,--
STAG,STAG INDUSTRIAL REIT INC,Real Estate,Equity,"1,783,196.76",0.01,"1,783,196.76","49,492.00",36.03,United States,New York Stock Exchange Inc.,USD,1.00,--
FLS,FLOWSERVE CORP,Industrials,Equity,"1,778,405.04",0.01,"1,778,405.04","35,202.00",50.52,United States,New York Stock Exchange Inc.,USD,1.00,--
FIVE,FIVE BELOW INC,Consumer Discretionary,Equity,"1,770,700.69",0.01,"1,770,700.69","14,489.00",122.21,United States,NASDAQ,USD,1.00,--
GMED,GLOBUS MEDICAL INC CLASS A,Health Care,Equity,"1,768,075.20",0.01,"1,768,075.20","29,616.00",59.70,United States,New York Stock Exchange Inc.,USD,1.00,--
RVMD,REVOLUTION MEDICINES INC,Health Care,Equity,"1,768,192.34",0.01,"1,768,192.34","43,573.00",40.58,United States,NASDAQ,USD,1.00,--
VMI,VALMONT INDS INC,Industrials,Equity,"1,765,549.78",0.01,"1,765,549.78","5,459.00",323.42,United States,New York Stock Exchange Inc.,USD,1.00,--
BSY,BENTLEY SYSTEMS INC CLASS B,Information Technology,Equity,"1,766,671.40",0.01,"1,766,671.40","37,076.00",47.65,United States,NASDAQ,USD,1.00,--
KEX,KIRBY CORP,Industrials,Equity,"1,757,903.40",0.01,"1,757,903.40","15,510.00",113.34,United States,New York Stock Exchange Inc.,USD,1.00,--
DOCS,DOXIMITY INC CLASS A,Health Care,Equity,"1,755,930.65",0.01,"1,755,930.65","32,815.00",53.51,United States,New York Stock Exchange Inc.,USD,1.00,--
ONB,OLD NATIONAL BANCORP,Financials,Equity,"1,753,119.06",0.01,"1,753,119.06","82,929.00",21.14,United States,NASDAQ,USD,1.00,--
RLI,RLI CORP,Financials,Equity,"1,750,844.94",0.01,"1,750,844.94","22,854.00",76.61,United States,New York Stock Exchange Inc.,USD,1.00,--
ALB,ALBEMARLE CORP,Materials,Equity,"1,747,071.45",0.01,"1,747,071.45","30,645.00",57.01,United States,New York Stock Exchange Inc.,USD,1.00,--
HALO,HALOZYME THERAPEUTICS INC,Health Care,Equity,"1,746,595.53",0.01,"1,746,595.53","32,763.00",53.31,United States,NASDAQ,USD,1.00,--
COKE,COCA COLA CONSOLIDATED INC,Consumer Staples,Equity,"1,731,777.60",0.01,"1,731,777.60","15,540.00",111.44,United States,NASDAQ,USD,1.00,--
ELAN,ELANCO ANIMAL HEALTH INC,Health Care,Equity,"1,732,490.44",0.01,"1,732,490.44","128,714.00",13.46,United States,New York Stock Exchange Inc.,USD,1.00,--
VOYA,VOYA FINANCIAL INC,Financials,Equity,"1,726,372.70",0.01,"1,726,372.70","25,786.00",66.95,United States,New York Stock Exchange Inc.,USD,1.00,--
CPB,CAMPBELL SOUP,Consumer Staples,Equity,"1,723,038.18",0.01,"1,723,038.18","50,293.00",34.26,United States,NASDAQ,USD,1.00,--
DBX,DROPBOX INC CLASS A,Information Technology,Equity,"1,715,752.06",0.01,"1,715,752.06","58,102.00",29.53,United States,NASDAQ,USD,1.00,--
GPK,GRAPHIC PACKAGING HOLDING,Materials,Equity,"1,713,814.40",0.01,"1,713,814.40","77,060.00",22.24,United States,New York Stock Exchange Inc.,USD,1.00,--
ARW,ARROW ELECTRONICS INC,Information Technology,Equity,"1,709,484.79",0.01,"1,709,484.79","14,209.00",120.31,United States,New York Stock Exchange Inc.,USD,1.00,--
FOX,FOX CORP CLASS B,Communication,Equity,"1,709,974.08",0.01,"1,709,974.08","33,714.00",50.72,United States,NASDAQ,USD,1.00,--
PB,PROSPERITY BANCSHARES INC,Financials,Equity,"1,708,527.76",0.01,"1,708,527.76","24,488.00",69.77,United States,New York Stock Exchange Inc.,USD,1.00,--
BEN,FRANKLIN RESOURCES INC,Financials,Equity,"1,702,745.96",0.01,"1,702,745.96","79,642.00",21.38,United States,New York Stock Exchange Inc.,USD,1.00,--
LSCC,LATTICE SEMICONDUCTOR CORP,Information Technology,Equity,"1,685,363.13",0.01,"1,685,363.13","36,221.00",46.53,United States,NASDAQ,USD,1.00,--
FR,FIRST INDUSTRIAL REALTY TRUST INC,Real Estate,Equity,"1,683,570.88",0.01,"1,683,570.88","34,108.00",49.36,United States,New York Stock Exchange Inc.,USD,1.00,--
ESNT,ESSENT GROUP LTD,Financials,Equity,"1,680,318.38",0.01,"1,680,318.38","28,981.00",57.98,United States,New York Stock Exchange Inc.,USD,1.00,--
DVA,DAVITA INC,Health Care,Equity,"1,677,164.67",0.01,"1,677,164.67","12,333.00",135.99,United States,New York Stock Exchange Inc.,USD,1.00,--
WTS,WATTS WATER TECHNOLOGIES INC CLASS,Industrials,Equity,"1,673,083.02",0.01,"1,673,083.02","6,946.00",240.87,United States,New York Stock Exchange Inc.,USD,1.00,--
DY,DYCOM INDUSTRIES INC,Industrials,Equity,"1,669,853.13",0.01,"1,669,853.13","7,097.00",235.29,United States,New York Stock Exchange Inc.,USD,1.00,--
AM,ANTERO MIDSTREAM CORP,Energy,Equity,"1,664,579.31",0.01,"1,664,579.31","88,213.00",18.87,United States,New York Stock Exchange Inc.,USD,1.00,--
AAON,AAON INC,Industrials,Equity,"1,662,075.08",0.01,"1,662,075.08","17,393.00",95.56,United States,NASDAQ,USD,1.00,--
